country,subnational1,subnational2,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e
Malaysia,Melaka,Jasin,50,52517,4152342,79,447021,277466,169555,244930,381882,155605,132247,537941,247915,634392,320514,573096,99338,553194,449592,186719,659704,503403,1192732,787763,498262,793144,471431,311623,265482,280584
Malaysia,Melaka,Jasin,75,45467,3665311,81,410842,231633,179209,225748,337555,136398,123268,482694,239594,608431,305428,550520,96572,539755,427113,170659,614155,476023,1103551,721652,450450,708268,415518,266012,223079,226924
Malaysia,Melaka,Melaka Tengah,0,28502,852599,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Melaka,Melaka Tengah,10,11518,840000,73,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Melaka,Melaka Tengah,15,11133,823108,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Melaka,Melaka Tengah,20,10915,813097,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Melaka,Melaka Tengah,25,10762,806215,75,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Melaka,Melaka Tengah,30,10495,793969,76,98252,72869,25382,98738,66089,37187,63652,110747,78670,172437,112061,108452,28349,144860,128019,67763,146584,91533,169343,120448,93051,98972,73116,74133,85585,90004
Malaysia,Melaka,Melaka Tengah,50,9331,730702,78,95090,65199,29891,97860,64595,36080,62613,108553,77238,170766,111061,106893,28175,143146,125098,62415,139733,89324,162561,114973,87963,92779,68879,70763,80401,85199
Malaysia,Melaka,Melaka Tengah,75,6681,549945,82,79914,47581,32333,93464,56362,30895,57144,93779,66071,157900,99802,97352,26739,134185,109486,40116,105958,78269,129072,91679,63054,68730,52279,55968,59252,70464
Malaysia,Negeri Sembilan,Jelebu,0,135547,15517685,114,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jelebu,10,129391,15510269,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jelebu,15,129080,15494426,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jelebu,20,128804,15479131,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jelebu,25,128686,15472807,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jelebu,30,128475,15461176,120,895739,551293,344446,466385,575350,153202,506697,493613,440045,363644,532872,1594359,1110273,1180791,2082925,988915,1538199,906796,1247605,1236451,1352628,916479,710827,759178,731685,713076
Malaysia,Negeri Sembilan,Jelebu,50,127121,15374271,121,889429,539124,350305,464088,573516,151861,504397,491590,439064,362537,532285,1593132,1109580,1180486,2078433,985127,1532378,903852,1232658,1222047,1338261,906544,697474,742195,720666,694690
Malaysia,Negeri Sembilan,Jelebu,75,122515,15015010,123,856213,498657,357556,443903,558681,137357,473497,461517,432486,348298,523894,1580136,1099707,1175137,2058757,966217,1495459,879749,1158828,1145855,1268277,856889,644075,677921,679329,626937
Malaysia,Negeri Sembilan,Jempol,0,155477,12357019,79,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jempol,10,133699,12330491,92,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jempol,15,132740,12278942,93,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jempol,20,131949,12234203,93,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jempol,25,131553,12211271,93,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Jempol,30,130912,12174565,93,1665377,586824,1078553,1865614,1539299,734464,943557,1387283,752134,1530749,1784062,3363126,167857,4201547,7060064,1209954,2188169,1064626,1832215,1576216,1659013,1206439,557319,660599,477535,541825
Malaysia,Negeri Sembilan,Jempol,50,127295,11933089,94,1654212,565797,1088415,1853172,1529854,731721,937956,1377269,748659,1527805,1782025,3357270,167603,4198097,7051078,1205223,2178051,1056078,1811918,1548894,1632296,1186140,536388,644920,462323,522146
Malaysia,Negeri Sembilan,Jempol,75,110485,10570359,96,1547711,479152,1068559,1657040,1364058,637965,828579,1226807,715539,1476414,1742978,3292700,166295,4131152,6939735,1147200,2033016,980822,1631158,1374679,1457420,1032701,422529,533303,385577,419680
Malaysia,Negeri Sembilan,Kuala Pilah,0,96333,9894666,103,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Kuala Pilah,10,87992,9883948,112,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Kuala Pilah,15,87575,9862535,113,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Kuala Pilah,20,87216,9842895,113,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Kuala Pilah,25,87019,9832262,113,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Kuala Pilah,30,86702,9814604,113,635940,615405,20535,394983,367723,198401,227534,745007,329585,535274,284961,767185,166850,595879,1391619,274162,1384967,449994,1136396,1112544,1075171,1017022,612529,513533,491196,554097
Malaysia,Negeri Sembilan,Kuala Pilah,50,84912,9698643,114,628498,592808,35690,393032,365206,197374,226815,741887,328593,532306,283900,762885,166684,594544,1386918,272239,1373825,445081,1117211,1092178,1050820,1000461,598302,501720,482350,541118
Malaysia,Negeri Sembilan,Kuala Pilah,75,78148,9166462,117,583705,508506,75198,374785,345601,183319,219278,710109,316440,507807,276502,730257,164601,583561,1348638,254539,1299555,417677,1004874,985819,924030,903027,530507,438836,430511,474939
Malaysia,Negeri Sembilan,Port Dickson,0,56336,3642141,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Port Dickson,10,41695,3613446,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Port Dickson,15,41199,3589805,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Port Dickson,20,40825,3571093,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Port Dickson,25,40608,3560386,88,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Port Dickson,30,40250,3542699,88,172397,141457,30941,281567,139939,45075,164286,204721,221871,126867,88960,253571,219166,227380,387255,118533,191208,198386,216326,167195,106662,125170,98564,148084,109549,124807
Malaysia,Negeri Sembilan,Port Dickson,50,38391,3438042,90,169474,134401,35073,279358,136803,44375,161771,201141,221282,125828,88149,252305,218405,226913,385557,117207,186954,194066,209509,164315,102541,118427,95488,141817,106332,119360
Malaysia,Negeri Sembilan,Port Dickson,75,32061,2990746,93,152932,114965,37967,260655,118763,37294,139950,175433,213652,115689,81204,238493,208334,220144,374973,108427,166769,167711,170429,148608,86913,93108,80161,121875,89254,99597
Malaysia,Negeri Sembilan,Rembau,0,39344,3528024,90,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Rembau,10,33368,3521003,106,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Rembau,15,33045,3504399,106,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Rembau,20,32796,3491092,106,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Rembau,25,32667,3484186,107,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Rembau,30,32460,3472821,107,295676,190883,104793,292559,130291,77650,135012,219824,117568,299890,285390,423535,153855,287975,543643,185719,545911,428784,640459,606625,379273,296000,200820,205958,148561,195248
Malaysia,Negeri Sembilan,Rembau,50,31226,3394542,109,291466,180527,110938,291069,129325,76825,134419,218219,117024,297282,284599,422320,153140,287757,540039,184164,540572,424609,627633,595196,370155,287480,192121,197241,143697,188826
Malaysia,Negeri Sembilan,Rembau,75,27391,3093001,113,266654,149753,116901,269898,119967,68497,128290,201081,110411,273300,271798,403138,145795,283159,512977,174238,501020,398519,570311,523926,319097,252606,161089,161861,120124,161932
Malaysia,Negeri Sembilan,Seremban,0,97977,7827092,80,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Seremban,10,71993,7808781,108,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Seremban,15,71196,7769451,109,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Seremban,20,70684,7742965,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Seremban,25,70347,7726202,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Seremban,30,69774,7696211,110,610344,369246,241098,562381,446452,198763,669012,536661,484234,873675,802099,909822,640558,461858,610962,301273,976542,481223,854658,755491,799148,625455,434764,690968,385123,536793
Malaysia,Negeri Sembilan,Seremban,50,66883,7514700,112,597792,348859,248932,557406,438962,195466,651325,525520,475013,866596,798242,905588,637037,459283,600910,294976,941279,469804,830660,736171,780985,604692,417891,668797,371467,521141
Malaysia,Negeri Sembilan,Seremban,75,56967,6728757,118,519380,282626,236754,492540,378040,163377,567579,422093,372250,785958,760721,848288,587565,426408,559078,255279,784773,402059,699356,620217,674466,504640,346423,551214,305939,437475
Malaysia,Negeri Sembilan,Tampin,0,85725,6653946,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Tampin,10,72791,6638753,91,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Tampin,15,72260,6610500,91,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Tampin,20,71863,6588296,92,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Tampin,25,71649,6576331,92,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Negeri Sembilan,Tampin,30,71248,6553623,92,988006,390756,597251,1753045,3581969,986289,300173,909277,872248,1039981,655620,1702818,38714,962982,851628,163167,798654,1276710,2199742,1674377,571637,403688,650488,618516,321859,390558
Malaysia,Negeri Sembilan,Tampin,50,69147,6415812,93,979446,376045,603402,1748676,3570101,975310,298844,902869,868466,1038042,654285,1697122,38424,960307,848424,161701,789077,1269567,2176384,1660010,559865,394319,629840,598204,311974,375455
Malaysia,Negeri Sembilan,Tampin,75,59698,5686807,95,903485,316772,586713,1684568,3305801,859564,282405,827931,821140,999920,630251,1629124,36660,934168,823737,151268,723075,1215062,1988657,1540369,495801,334909,473739,463636,258582,299794
Malaysia,Pahang,Bentong,0,181514,20524140,113,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bentong,10,170877,20505522,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bentong,15,170260,20472113,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bentong,20,169719,20440785,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bentong,25,169420,20423681,121,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bentong,30,168934,20395312,121,1406082,661751,744332,532502,448054,113548,433342,1041515,536591,978938,832418,1519099,1418439,493589,4453108,2302110,3566186,1271613,2681764,2147752,1235810,1501926,1128524,1212905,1161732,1328430
Malaysia,Pahang,Bentong,50,166180,20211904,122,1396798,642614,754184,527891,442669,113033,430476,1036821,534439,977431,831376,1517447,1417171,492433,4449134,2298513,3552535,1263884,2661053,2127640,1221200,1478530,1115503,1198014,1147745,1291422
Malaysia,Pahang,Bentong,75,154754,19296916,125,1330268,564955,765313,474332,396101,101104,378791,975078,503186,951415,812800,1491203,1398782,485601,4419224,2268205,3441558,1197840,2491822,1969266,1134690,1361582,1034464,1106203,1076364,1126551
Malaysia,Pahang,Bera,0,219124,19349958,88,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bera,10,192793,19330286,100,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bera,15,191828,19281805,101,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bera,20,191010,19238622,101,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bera,25,190610,19217594,101,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Bera,30,189874,19178174,101,1269475,540667,728808,686704,516164,163956,561148,1661472,1245374,1388407,904249,1748931,1504101,995641,2688216,919819,2096877,1422656,2450416,2238574,1378836,870701,695959,996233,505998,1557487
Malaysia,Pahang,Bera,50,185892,18932744,102,1258826,521831,736996,678351,508797,162541,553199,1649444,1240365,1383881,901892,1745558,1502379,993395,2678926,915213,2077651,1403680,2409467,2220675,1364942,860620,687784,980382,496993,1536870
Malaysia,Pahang,Bera,75,168855,17643584,104,1183396,455329,728068,587460,446310,143753,493726,1529364,1175374,1317216,870384,1697390,1477898,968586,2602429,878439,1997725,1316776,2186899,2088042,1272972,787324,633919,886378,441762,1417987
Malaysia,Pahang,Cameron Highlands,0,70753,8811874,125,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Cameron Highlands,10,65701,8801617,134,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Cameron Highlands,15,65592,8795145,134,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Cameron Highlands,20,65538,8791926,134,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Cameron Highlands,25,65491,8789081,134,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Cameron Highlands,30,65403,8783639,134,105321,56499,48822,38987,16791,21415,82001,81033,67548,75839,71738,195999,153950,124748,287425,109520,559513,39266,117829,70201,81939,41580,36460,35973,37613,75021
Malaysia,Pahang,Cameron Highlands,50,65074,8763771,135,104755,54937,49818,38770,16530,21050,81794,80760,67198,75729,71593,195175,153392,124563,286812,109261,556855,39185,117179,69667,80596,41190,36148,35276,36690,73943
Malaysia,Pahang,Cameron Highlands,75,63948,8685653,136,101891,49272,52619,35957,15527,20023,80288,78065,64751,73540,70560,189312,150449,123848,283422,108546,546580,37853,112148,67573,76430,39834,34490,33033,32335,68932
Malaysia,Pahang,Jerantut,0,724206,103931884,144,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Jerantut,10,703090,103903154,148,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Jerantut,15,702280,103859799,148,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Jerantut,20,701563,103819782,148,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Jerantut,25,701154,103796483,148,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Jerantut,30,700460,103756595,148,3293023,1472643,1820380,1009168,1653870,904491,1290089,2146762,1257092,1041121,1391626,2334486,1946098,1291087,2896484,2783195,4152198,5916375,8656217,9614050,8358196,5830314,3300967,2509556,2344199,3111888
Malaysia,Pahang,Jerantut,50,696739,103514238,149,3282890,1451336,1831554,1006190,1646181,902159,1287892,2141219,1255575,1039889,1388696,2330395,1943295,1289792,2891632,2776410,4141663,5898531,8614278,9594118,8336559,5811539,3287651,2496615,2332624,3093570
Malaysia,Pahang,Jerantut,75,679965,102143987,150,3208370,1363382,1844988,970777,1586741,881780,1268375,2090272,1231671,1022149,1349897,2284348,1918970,1273074,2847154,2715159,4028179,5733848,8409805,9471151,8179977,5683682,3203432,2398134,2262511,2981428
Malaysia,Pahang,Kuantan,0,301803,29205321,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Kuantan,10,256536,29146967,114,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Kuantan,15,254727,29064454,114,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Kuantan,20,253622,29013259,114,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Kuantan,25,252867,28978409,115,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Kuantan,30,251549,28916865,115,2471061,939298,1531762,3033550,3669316,943603,2393779,1713415,2930307,1241849,1448889,2031223,3931381,2637879,4062972,2285369,3858928,2232929,3790562,2215577,2366271,3077380,1663752,2732287,984209,1588967
Malaysia,Pahang,Kuantan,50,244136,28516041,117,2438007,898234,1539774,3018527,3649352,937580,2379611,1702932,2917758,1237977,1438477,2024553,3918422,2631891,4032524,2262208,3704535,2195887,3699067,2160748,2330383,3013968,1633214,2675897,965727,1542933
Malaysia,Pahang,Kuantan,75,217345,26746905,123,2256794,751315,1505479,2956062,3532114,911356,2269511,1562132,2830565,1195339,1381430,1979303,3794912,2597607,3877260,2111524,3105203,2018374,3203123,1944042,2169507,2751687,1477589,2152598,865665,1219367
Malaysia,Pahang,Lipis,0,543869,73414009,135,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Lipis,10,525879,73379722,140,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Lipis,15,525119,73338113,140,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Lipis,20,524505,73302875,140,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Lipis,25,524142,73281672,140,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Lipis,30,523474,73242242,140,2490053,1336927,1153125,860193,1484121,925373,1217633,2757853,1271337,1570687,1683874,4390704,2597856,1715299,4748932,1271562,4216639,3411935,5708232,3682491,2226594,2536187,2089787,2389584,1947347,2566991
Malaysia,Pahang,Lipis,50,520072,73015935,140,2480452,1318148,1162303,857260,1476814,923362,1215829,2751870,1267674,1568062,1678952,4374996,2590233,1713390,4740138,1265364,4203099,3397595,5687129,3664370,2215867,2523034,2078586,2373886,1934072,2548805
Malaysia,Pahang,Lipis,75,502421,71569328,142,2387973,1223251,1164722,829632,1423794,902484,1195152,2685072,1234111,1536864,1645782,4255799,2517615,1687037,4665346,1195150,4037251,3233743,5440148,3497423,2108730,2379886,1978464,2231251,1835146,2407489
Malaysia,Pahang,Maran,0,201446,19558150,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Maran,10,174800,19527759,112,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Maran,15,173645,19468221,112,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Maran,20,172642,19413490,112,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Maran,25,172111,19384407,113,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Maran,30,171303,19339792,113,1600336,667058,933278,1744235,1158283,1454872,1090054,875760,982982,1253313,1168350,936101,1475461,606098,2496363,1284119,2333045,2399246,3535934,3036550,2390656,1501492,1931199,1360043,1102044,691523
Malaysia,Pahang,Maran,50,166458,19032212,114,1588020,637521,950499,1737203,1151777,1448677,1084543,870289,980116,1247518,1165025,934165,1474055,604787,2489330,1278385,2320010,2381343,3499832,3019207,2364429,1482090,1910857,1332199,1083512,665116
Malaysia,Pahang,Maran,75,145104,17349368,120,1482620,535650,946970,1578852,967481,1127855,982415,790964,937984,1193853,1131478,910337,1457483,595285,2432209,1219329,2229789,2215861,3313214,2913783,2225190,1373055,1782247,1203985,970123,547490
Malaysia,Pahang,Pekan,0,378906,37553077,99,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Pekan,10,343080,37499600,109,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Pekan,15,341555,37434275,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Pekan,20,340386,37381899,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Pekan,25,339680,37350514,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Pekan,30,338588,37301819,110,5224647,1144331,4080316,2362673,7300226,2110018,5370608,10080699,4986275,5218598,2550316,5162696,7036360,4936219,10175060,2816747,9151818,6204492,11206283,4120020,4626960,5250260,2991478,2673176,2007793,1828107
Malaysia,Pahang,Pekan,50,331913,36963918,111,5195805,1107054,4088751,2354895,7289537,2107236,5360866,10072125,4981480,5212647,2546602,5158412,7029992,4923855,10130150,2771007,9041109,6170290,11104061,4084112,4571271,5198027,2968030,2657802,1979913,1790086
Malaysia,Pahang,Pekan,75,309294,35646679,115,5032069,984932,4047138,2299947,7198404,2070588,5271162,9983596,4938840,5142744,2519913,5109270,6975874,4857792,9830929,2576641,8506408,5978334,10484605,3892751,4296644,4912610,2829114,2572181,1867852,1621389
Malaysia,Pahang,Raub,0,228817,28771568,126,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Raub,10,219247,28757032,131,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Raub,15,218742,28729749,131,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Raub,20,218337,28706590,131,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Raub,25,218087,28692319,132,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Raub,30,217605,28664155,132,1317651,624388,693264,637818,723153,184884,326100,1055689,922687,809258,698753,2120927,1076243,287113,2082323,803892,2547082,1101086,3513965,2534782,1629347,2428564,1004299,1395277,880131,1542607
Malaysia,Pahang,Raub,50,215033,28495819,133,1308565,608123,700443,633593,717285,183742,322714,1049871,920120,806630,697148,2116285,1074696,286727,2079822,800890,2539892,1096604,3490696,2521394,1611015,2400841,985540,1375214,871981,1514304
Malaysia,Pahang,Raub,75,203957,27613084,135,1245729,536107,709622,601936,661516,171431,302615,987104,868028,782319,683361,2062634,1055272,282805,2058942,779803,2483172,1065100,3329703,2429362,1497277,2246863,886130,1260418,811077,1344899
Malaysia,Pahang,Rompin,0,507197,55965161,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Rompin,10,469377,55913137,119,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Rompin,15,467741,55836794,119,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Rompin,20,466459,55774374,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Rompin,25,465685,55736886,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Rompin,30,464503,55679176,120,6670523,1350999,5319524,3725684,3930793,2192193,8274557,8743538,8639697,8663840,5218803,6754584,7138015,12238298,10242614,5207554,7823141,5620946,10703737,8894727,5331842,4967761,5628448,6156296,3531579,3793387
Malaysia,Pahang,Rompin,50,458213,55322933,121,6649681,1323049,5326632,3703943,3907909,2185075,8251667,8713156,8634281,8654796,5214396,6748705,7133455,12229832,10229631,5188564,7788902,5599223,10640596,8863597,5308123,4939946,5604354,6137110,3510423,3754968
Malaysia,Pahang,Rompin,75,436225,53815613,123,6533150,1226539,5306611,3614370,3798425,2141337,8121941,8491436,8567122,8574012,5170393,6687731,7088076,12148799,10152042,5082891,7624931,5487763,10347884,8703379,5186391,4817496,5516726,6036096,3376414,3526791
Malaysia,Pahang,Temerloh,0,227604,25386387,112,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Temerloh,10,206322,25362652,123,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Temerloh,15,205465,25318280,123,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Temerloh,20,204764,25279956,123,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Temerloh,25,204387,25259096,124,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pahang,Temerloh,30,203724,25222534,124,2154150,847676,1306474,1117273,885126,646742,1220934,1928801,1415219,2138640,1818059,2697555,2026122,1557882,4645723,2189630,4324033,2412986,4469513,2365908,2193198,2052818,2279870,1762962,1540897,1855554
Malaysia,Pahang,Temerloh,50,199898,24980642,125,2137497,819494,1318002,1096887,864500,636916,1206516,1914353,1409669,2131973,1814013,2691970,2023921,1554958,4632802,2179240,4301897,2389092,4416719,2342970,2164934,2038100,2259578,1743538,1526536,1821340
Malaysia,Pahang,Temerloh,75,181179,23498881,130,1997016,694658,1302358,903028,713152,527249,1059384,1748042,1358406,2045737,1745239,2624027,1989529,1524887,4492196,2066131,4056582,2217733,4057820,2157314,1976848,1908426,2106964,1586359,1428568,1637744
Malaysia,Perak,Batang Padang,0,274728,28680851,104,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Batang Padang,10,243617,28623986,117,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Batang Padang,15,242317,28554521,118,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Batang Padang,20,241543,28511640,118,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Batang Padang,25,240954,28479867,118,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Batang Padang,30,239889,28419875,118,988704,616712,371992,495397,406951,191256,494381,715785,324333,1353492,758668,2025963,1268894,803844,1639990,986935,1553089,980203,2036219,1540919,787030,1618439,476922,853297,635565,792613
Malaysia,Perak,Batang Padang,50,235664,28154822,119,980934,598350,382584,490884,396467,186389,490536,711905,322864,1350676,757074,2021761,1267060,803064,1636461,983966,1545751,976111,2011358,1524045,777857,1604190,465574,836909,624399,776170
Malaysia,Perak,Batang Padang,75,221173,27116433,123,932533,542521,390012,439698,320657,161479,453065,665018,310186,1321043,737465,1978191,1248703,794135,1606455,962005,1500237,954165,1900647,1428113,728152,1484940,423348,768757,564168,697619
Malaysia,Perak,Hilir Perak,0,178644,8021434,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Hilir Perak,10,133294,7949882,60,,,,,,,,,,,,,,,,,,,,,,,,,,
