country,subnational1,subnational2,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e
Malaysia,Sarawak,Bau,30,88255,10177781,115,476616,419516,57100,208518,173135,214860,420495,318597,515432,520470,576259,500033,192830,706541,474629,515121,1159251,625255,695396,800621,413415,517230,403793,438451,264338,307501
Malaysia,Sarawak,Bau,50,87085,10109178,116,474529,413085,61444,207617,172286,214501,419499,318305,514832,519481,574924,499504,192444,705667,472967,511557,1156475,622924,689583,794681,409781,514241,400013,436298,261911,304678
Malaysia,Sarawak,Bau,75,82636,9801125,119,462767,390329,72438,203552,168909,211053,411920,314862,508898,512670,566578,492708,189656,698986,464506,494753,1141304,609616,661438,766892,393280,494506,376573,421542,249228,290210
Malaysia,Sarawak,Belaga,0,1957317,288432542,147,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Belaga,10,1905597,288278036,151,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Belaga,15,1902967,288131590,151,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Belaga,20,1901230,288031444,151,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Belaga,25,1899935,287955095,152,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Belaga,30,1897991,287843441,152,14159319,3413781,10745538,6263065,7113053,5826168,9348628,10933811,13761457,13137599,11668417,19871952,11181394,28298174,40622057,10837254,39319801,16184314,16602620,12207127,12298454,12114014,6204953,6212875,7785268,7871884
Malaysia,Sarawak,Belaga,50,1885261,287004870,152,14123624,3350068,10773556,6258602,7109749,5823033,9344662,10925439,13753263,13131303,11661535,19862809,11178410,28267532,40596362,10800402,39134430,16119462,16527304,12148331,12229152,12053378,6180111,6179905,7742348,7815834
Malaysia,Sarawak,Belaga,75,1844803,283308186,154,13963287,3165518,10797769,6190598,7062030,5785161,9291257,10828781,13645705,13044181,11592316,19760134,11153806,28094655,40442835,10672926,38459626,15867365,16232205,11917554,11974308,11835519,6075990,6052696,7574548,7601398
Malaysia,Sarawak,Betong,0,228666,20380037,89,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Betong,10,213467,20332278,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Betong,15,212959,20310657,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Betong,20,212674,20298332,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Betong,25,212408,20286668,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Betong,30,211913,20265355,96,2584847,1077994,1506853,2884594,2198022,1844688,926593,1201552,1855976,2307056,6135709,14988542,5121901,2033503,1751275,1299641,2612081,1974171,1323235,2634685,2350193,1298795,767651,698846,753499,489281
Malaysia,Sarawak,Betong,50,210056,20175317,96,2578615,1067139,1511476,2869354,2183723,1832231,925127,1200404,1853885,2305372,6133074,14983496,5120061,2032466,1750069,1296472,2606557,1966763,1314300,2617534,2339829,1292529,761696,691135,748726,483347
Malaysia,Sarawak,Betong,75,200991,19630195,98,2526677,1018215,1508463,2789548,2112241,1785839,911255,1166506,1827960,2260358,6098837,14891793,5091584,2017517,1728593,1264349,2540863,1914556,1260523,2431052,2242250,1246157,721400,645546,709475,455379
Malaysia,Sarawak,Bintulu,0,708757,78995700,111,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Bintulu,10,628622,78859662,125,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Bintulu,15,626025,78735136,126,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Bintulu,20,623997,78634664,126,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Bintulu,25,622877,78578221,126,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Bintulu,30,621027,78484353,126,11475978,3938811,7537167,5123842,4036472,7366118,14801106,11502854,12643613,28707625,28878747,27495732,11645742,17137509,15454628,7714207,8878937,6746042,6748417,7988391,8542704,7493366,7255613,5025745,5906284,6853798
Malaysia,Sarawak,Bintulu,50,611077,77887847,127,11420324,3878323,7542000,5084628,4021907,7349041,14725074,11456390,12607193,28625421,28844607,27470281,11637584,17119623,15359187,7679933,8790947,6705857,6657943,7890049,8440722,7418694,7159227,4978580,5857094,6787463
Malaysia,Sarawak,Bintulu,75,576086,75139554,130,11172882,3692994,7479889,4846053,3896860,7199110,14249687,11191142,12417922,28123777,28575188,27263627,11568920,17011406,15110720,7516516,8536520,6499572,6334091,7550856,8119259,7129643,6823947,4811975,5659638,6539870
Malaysia,Sarawak,Dalat,0,105391,7348619,70,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Dalat,10,92219,7328720,79,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Dalat,15,91737,7309033,80,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Dalat,20,91413,7295619,80,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Dalat,25,91252,7288565,80,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Dalat,30,90844,7271463,80,2027650,420894,1606756,330975,1299786,931378,547941,759193,1531158,1686753,159876,5262167,2939700,3123411,8715525,8328242,7340294,1290902,491777,596357,319435,202468,127352,186070,221070,244117
Malaysia,Sarawak,Dalat,50,89113,7189604,81,2021636,416123,1605512,330678,1274073,917656,547360,757480,1528109,1685705,159876,5259067,2938387,3120805,8701986,8312608,7325681,1285324,487184,588612,314380,200081,123885,182352,215224,241109
Malaysia,Sarawak,Dalat,75,82017,6798467,83,1976253,390489,1585764,326415,1200167,877216,532864,743008,1497060,1660653,159685,5210965,2913763,3111639,8551063,8168214,7160726,1229084,450996,543476,269259,181625,107522,157949,178300,222160
Malaysia,Sarawak,Daro,0,218097,15297932,70,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Daro,10,194859,15146733,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Daro,15,193905,15112319,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Daro,20,193185,15083660,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Daro,25,192690,15064847,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Daro,30,191941,15038181,78,4190123,1895066,2295057,644993,1426340,592067,395642,10415799,7145116,10110673,1183181,14516533,4619362,6625281,10717773,3630270,4564957,3153015,2950633,4260418,1808025,1441790,1959442,1681793,1192162,1337562
Malaysia,Sarawak,Daro,50,187964,14870338,79,4178513,1874908,2303605,643439,1423753,591282,394745,10368654,7124034,10105270,1182257,14495492,4616310,6624263,10714440,3626026,4541648,3128749,2922149,4229233,1797342,1432919,1953459,1675274,1185260,1329798
Malaysia,Sarawak,Daro,75,173106,14092531,81,4099919,1808181,2291738,633322,1399002,576097,384645,10179751,6992711,10036512,1170067,14290434,4598692,6603512,10622945,3577817,4290413,2970639,2779788,4060848,1720845,1381579,1926671,1651152,1156804,1293898
Malaysia,Sarawak,Julau,0,165216,21361239,129,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Julau,10,161218,21352780,132,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Julau,15,160978,21341210,133,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Julau,20,160788,21331884,133,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Julau,25,160643,21324732,133,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Julau,30,160435,21314478,133,738212,714467,23745,420790,488709,498203,207392,315700,165415,200547,498217,971996,393363,263394,940557,1180093,2553963,1326448,1394884,1625815,641825,344483,288523,424839,778683,1055037
Malaysia,Sarawak,Julau,50,159401,21253237,133,735681,709193,26488,420013,488411,497731,207115,315422,165018,200328,497586,970777,392238,262899,937789,1173585,2546218,1322600,1388204,1619593,640011,342900,287139,421335,773580,1050171
Malaysia,Sarawak,Julau,75,154342,20886651,135,718484,682600,35884,416227,484267,491803,203750,311439,162163,196942,490873,952105,384296,260843,921250,1138696,2495956,1293364,1342111,1577842,623768,332773,278927,405979,739932,1019833
Malaysia,Sarawak,Kanowit,0,216504,25404333,117,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kanowit,10,200414,25379411,127,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kanowit,15,199879,25354746,127,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kanowit,20,199507,25337279,127,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kanowit,25,199210,25323322,127,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kanowit,30,198755,25301843,127,1161223,853350,307873,378932,336780,368958,435834,497197,541160,1093774,253542,1912359,1925705,717528,1865342,1292832,2714741,2204758,2162699,1998943,2487923,1004083,557790,508648,654262,794333
Malaysia,Sarawak,Kanowit,50,196628,25187680,128,1157345,843657,313688,378076,336023,368483,435220,496569,540233,1092875,253490,1910393,1924193,717096,1862844,1287642,2705788,2200315,2152106,1985764,2478359,998234,552906,504988,649062,788266
Malaysia,Sarawak,Kanowit,75,187653,24618296,131,1135279,803881,331398,370578,329550,362031,426061,489092,532241,1084774,252576,1888693,1914675,713342,1842059,1259182,2660413,2173461,2105550,1925385,2424478,960269,529540,485100,624084,758293
Malaysia,Sarawak,Kapit,0,1576940,241165981,153,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kapit,10,1538423,241047802,157,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kapit,15,1536511,240940379,157,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kapit,20,1535467,240879299,157,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kapit,25,1534328,240811059,157,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kapit,30,1532462,240697952,157,5901517,3201588,2699930,4463253,2558925,3086159,3658961,2484643,3528529,3696496,5041165,4813632,2363750,5370711,8269997,2936221,6898261,7540358,15045661,11043212,15218352,9706089,3520647,4885962,3932790,5671124
Malaysia,Sarawak,Kapit,50,1523415,240081677,158,5881846,3154564,2727281,4456053,2557187,3083125,3655955,2481823,3525573,3692640,5035782,4809284,2361812,5365747,8262715,2921890,6871862,7511416,14984030,11000023,15142884,9662729,3496031,4854392,3913328,5636169
Malaysia,Sarawak,Kapit,75,1490583,237023036,159,5783377,2996229,2787148,4376193,2534721,3051984,3614301,2458448,3496333,3654802,4986709,4771970,2344310,5323124,8205826,2861588,6750111,7365745,14698640,10781188,14820265,9480205,3400609,4721971,3828755,5489877
Malaysia,Sarawak,Kuching,0,175804,14436665,82,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kuching,10,150659,14240498,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kuching,15,149635,14194744,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kuching,20,149086,14169594,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kuching,25,148736,14153744,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Kuching,30,147913,14115588,95,608928,1336288,-727360,270581,219456,308652,519814,326512,409466,524995,509683,829242,624985,705490,598584,539900,837897,578635,1438354,829182,649340,835082,480158,791454,703166,474713
Malaysia,Sarawak,Kuching,50,144963,13961141,96,604793,1321371,-716577,268406,218170,306940,517466,325357,408322,522925,507616,827087,623946,704268,596014,534973,831406,574042,1425148,820557,642502,826849,474785,784511,697321,471634
Malaysia,Sarawak,Kuching,75,135368,13375671,99,584426,1274270,-689843,258176,212537,299323,502886,317431,400964,512892,495500,815471,618218,693915,583873,510870,795578,552800,1361280,779567,615556,793189,451250,743241,673255,454035
Malaysia,Sarawak,Lawas,0,365580,51326218,140,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lawas,10,353146,51298770,145,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lawas,15,352377,51259002,145,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lawas,20,351966,51236770,146,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lawas,25,351610,51217389,146,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lawas,30,350989,51182748,146,1535917,764633,771284,751993,660804,510345,648599,596432,402069,560232,781014,1026839,2511172,1720339,1520370,805132,3397085,4499873,4462426,3096225,2295292,1554537,1106345,871778,866299,680891
Malaysia,Sarawak,Lawas,50,347531,50985378,147,1529839,746974,782865,750423,659984,509371,647121,595651,401811,559024,779689,1025664,2509592,1719105,1518431,800233,3382698,4475808,4437732,3083399,2284974,1548571,1096983,864112,860796,675127
Malaysia,Sarawak,Lawas,75,337107,50252599,149,1499362,698678,800684,732449,644716,496470,635743,584938,396006,549785,768336,1015229,2495399,1708139,1501518,773600,3307290,4385810,4332163,3024831,2240868,1517117,1056127,831555,838164,649082
Malaysia,Sarawak,Limbang,0,402933,56286898,140,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Limbang,10,389009,56247474,145,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Limbang,15,388276,56209881,145,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Limbang,20,387806,56184065,145,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Limbang,25,387437,56163880,145,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Limbang,30,386787,56128670,145,1798645,1112388,686257,1357309,901380,488554,589331,918125,1195548,1776168,1493752,1741456,1575669,2279379,2579588,854660,3077680,3485596,3648502,3107846,2488504,1762511,1515290,1659439,1590800,1281753
Malaysia,Sarawak,Limbang,50,383548,55934092,146,1793072,1094684,698388,1355275,900573,488242,588832,916962,1194848,1775438,1493064,1740819,1575278,2277422,2577146,851446,3066686,3470074,3628876,3095710,2478898,1752741,1502865,1652585,1584504,1272361
Malaysia,Sarawak,Limbang,75,373888,55207475,148,1767168,1044162,723006,1342892,895142,484715,584450,907257,1186876,1766830,1485427,1732672,1570888,2266823,2564252,834624,3016577,3395742,3551579,3033094,2437641,1713323,1457669,1617665,1557012,1241713
Malaysia,Sarawak,Lubok Antu,0,142600,19609629,138,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lubok Antu,10,132809,19604578,148,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lubok Antu,15,132605,19595291,148,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lubok Antu,20,132463,19588784,148,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lubok Antu,25,132330,19582613,148,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lubok Antu,30,132123,19572866,148,272187,344800,-72612,90387,238953,149664,180828,308810,104592,129083,163874,254594,73650,157306,381603,121840,478006,511865,1058483,545344,324944,160229,138727,274270,229343,183915
Malaysia,Sarawak,Lubok Antu,50,130884,19502554,149,268436,337833,-69397,89938,236600,148511,179458,308340,104208,128108,162466,251985,73113,153282,377755,118987,470656,506519,1049636,534987,317977,155032,134659,269851,223018,178953
Malaysia,Sarawak,Lubok Antu,75,124719,19071962,153,238217,303368,-65151,84148,220029,140900,171009,299228,98738,115506,149071,228281,64986,133962,345607,102043,427440,479269,951546,438907,265483,105278,100633,230130,180745,146042
Malaysia,Sarawak,Lundu,0,178828,17093272,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lundu,10,158791,17024915,107,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lundu,15,157947,16985346,108,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lundu,20,157442,16960845,108,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lundu,25,157105,16944586,108,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Lundu,30,156470,16912900,108,1739519,830013,909505,1266841,996855,1364707,951810,495526,946886,1671957,3657733,2683507,2045525,4843130,3508273,3260183,3240131,1629348,1954086,1523128,946284,541079,530538,561869,516175,873359
Malaysia,Sarawak,Lundu,50,153198,16723607,109,1727511,812664,914847,1260467,992426,1357388,946085,493866,944663,1667465,3654730,2679170,2042390,4832537,3491888,3230932,3215835,1613454,1921285,1496229,925188,531671,519811,550303,507106,857863
Malaysia,Sarawak,Lundu,75,142022,15961385,112,1668050,759391,908659,1221214,959709,1330392,914091,482010,929326,1646013,3623401,2645094,2017770,4776433,3407328,3070944,3087070,1542756,1784576,1375963,838869,488567,466946,495350,467996,793339
Malaysia,Sarawak,Marudi,0,2211348,316313074,143,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Marudi,10,2161235,316181277,146,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Marudi,15,2158633,316049898,146,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Marudi,20,2156729,315950143,146,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Marudi,25,2155331,315876682,147,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Marudi,30,2153317,315771744,147,13735339,4065361,9669977,3721279,5338056,3596134,6181713,8362399,8496103,14487201,16713643,27384667,10526101,30364140,38492690,19564769,26406146,18514153,16743229,14747048,15060478,9760760,5819902,5092427,4814702,5725046
Malaysia,Sarawak,Marudi,50,2140768,315025047,147,13704630,4007528,9697102,3717291,5332965,3593358,6177970,8351832,8489685,14477942,16706404,27357453,10522557,30354996,38448736,19521906,26318447,18449288,16676872,14673292,14987548,9713260,5784868,5068313,4786703,5694803
Malaysia,Sarawak,Marudi,75,2094889,311456583,149,13544165,3820416,9723748,3677115,5265109,3557362,6128635,8274853,8421327,14390377,16620499,27155357,10484543,30213189,38184944,19307035,25932887,18165130,16362270,14384396,14687922,9488948,5639428,4960528,4655226,5558708
Malaysia,Sarawak,Matu,0,162052,11973786,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Matu,10,148109,11945422,81,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Matu,15,147680,11929563,81,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Matu,20,147372,11917474,81,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Matu,25,147166,11909389,81,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Matu,30,146815,11896111,81,4296043,868566,3427477,211982,398165,696383,8002517,6493202,2871442,8449318,1118412,32043813,4472250,4883428,7942713,3482073,3345346,4131758,3157326,3699571,1432811,532443,305449,368704,260863,509020
Malaysia,Sarawak,Matu,50,145050,11818911,81,4289615,860772,3428843,211207,396037,695680,7984301,6484738,2867429,8441294,1117756,32022372,4469789,4882534,7938223,3479316,3334610,4121979,3145030,3684521,1426348,528836,302913,364669,257798,503766
Malaysia,Sarawak,Matu,75,136194,11327428,83,4220872,820514,3400358,203911,379048,672415,7906463,6422031,2836045,8326945,1111193,31689314,4424910,4851197,7844110,3355019,3229725,4005448,3022092,3600457,1357758,502261,282076,338181,239519,479945
Malaysia,Sarawak,Meradong,0,45192,3473433,77,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Meradong,10,40539,3463206,85,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Meradong,15,40175,3449599,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Meradong,20,39951,3440827,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Meradong,25,39779,3434214,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Meradong,30,39447,3421076,87,509639,202617,307022,60652,85893,472857,476212,418897,307731,210531,373235,831566,425530,387139,1760882,668645,1102821,752393,691488,708487,572607,291530,215623,209731,419161,278084
Malaysia,Sarawak,Meradong,50,38125,3363392,88,506978,195159,311819,60551,85798,472084,475706,418734,307361,209915,372641,830660,424491,386770,1759081,665606,1098308,749172,684156,701311,565140,287816,212781,206519,412300,273597
Malaysia,Sarawak,Meradong,75,33778,3135282,93,490535,173153,317381,59509,84257,464152,464161,413614,303659,205508,362732,812765,416475,382144,1742744,645238,1073751,726128,647915,661501,528302,269481,196319,188993,378942,254008
Malaysia,Sarawak,Miri,0,459720,37512568,82,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Miri,10,387682,37364611,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Miri,15,385082,37254521,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Miri,20,382980,37157359,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Miri,25,381851,37106566,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Miri,30,379750,37013396,97,6007690,1293693,4713997,1949615,4836249,5475655,7746933,13527489,7576255,10727445,22193144,11909336,4475502,15625778,10459302,3449055,2602930,2534240,2681768,1825811,2183331,1867144,998307,1049773,1166491,1315318
Malaysia,Sarawak,Miri,50,370063,36533286,99,5984412,1263271,4721141,1943046,4819144,5448034,7725650,13505232,7564161,10716804,22177189,11895803,4471250,15612940,10442891,3428733,2565865,2502334,2632802,1789497,2139913,1811050,978695,1036430,1145618,1288401
Malaysia,Sarawak,Miri,75,324119,33562441,104,5813512,1137452,4676060,1903753,4663729,5273337,7553199,13310086,7453412,10589546,22012026,11763686,4420507,15478274,10309222,3270798,2306845,2247810,2252021,1615725,1899705,1389073,838852,944770,1055657,1158752
Malaysia,Sarawak,Mukah,0,245956,19043427,77,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Mukah,10,219992,19002533,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Mukah,15,219107,18965492,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Mukah,20,218391,18935644,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Mukah,25,217969,18917190,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Mukah,30,217193,18883719,87,5790140,817381,4972758,1414205,4095186,2183894,3368613,5121630,9576389,17099897,1658735,36518536,11617985,5465793,17257022,3793811,6049763,1808747,972967,931115,1091500,634563,697457,521910,715298,578195
Malaysia,Sarawak,Mukah,50,213084,18683598,88,5774034,805879,4968155,1413420,4079249,2175228,3329243,5088417,9529428,17080999,1657246,36482549,11605170,5461932,17242325,3784228,6027921,1797601,960470,917332,1068791,626563,686932,511830,706880,569021
Malaysia,Sarawak,Mukah,75,196776,17753689,90,5653226,757321,4895905,1402255,4006970,2096896,3151543,4919521,9211516,16699794,1638275,36003288,11492568,5427509,17093694,3693720,5881223,1725590,893568,837621,963306,583971,639025,468140,666314,527889
Malaysia,Sarawak,Pakan,0,127363,14046459,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Pakan,10,123310,14038401,114,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Pakan,15,123060,14026285,114,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Pakan,20,122872,14016854,114,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Pakan,25,122728,14009652,114,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Pakan,30,122491,13997698,114,758148,651881,106267,453888,178990,656890,443350,337316,122593,313277,342785,1356569,852550,635116,757208,503964,1850087,869601,756146,1850210,922162,632464,504937,822314,1115190,1159801
Malaysia,Sarawak,Pakan,50,121326,13927040,115,754331,645397,108934,453668,178824,656361,442952,336797,122418,313031,342169,1353959,851283,633380,755146,500083,1842246,866108,749182,1841496,914210,628055,500394,814139,1103879,1149838
Malaysia,Sarawak,Pakan,75,113522,13352637,118,717652,601303,116349,450121,176348,647391,436795,329439,119993,308481,334146,1312756,836464,623010,732640,465575,1746067,819310,690232,1751850,848363,583327,457307,750153,1024180,1062044
Malaysia,Sarawak,Samarahan,0,43427,2806794,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Samarahan,10,37777,2783632,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Samarahan,15,37481,2771170,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Samarahan,20,37272,2762441,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Samarahan,25,37147,2757216,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Samarahan,30,36890,2746155,74,668881,222560,446322,170218,155920,140149,293204,479502,735914,962234,756594,2378755,2232622,1510933,691729,376467,457318,437550,1444949,859365,520915,156688,92641,168333,157779,204492
Malaysia,Sarawak,Samarahan,50,35939,2702743,75,667456,216531,450926,169682,155471,139380,292223,478981,735526,961141,755665,2378559,2232384,1510320,691004,375062,455524,435606,1440871,856844,519670,153982,90730,164499,155429,202945
Malaysia,Sarawak,Samarahan,75,33060,2563149,78,660543,197714,462829,165714,152166,135083,286953,476195,732717,956012,750612,2374936,2229652,1506529,686579,368887,444679,425503,1425512,846745,512633,140601,82552,149799,146413,196014
Malaysia,Sarawak,Saratok,0,140264,11351399,81,,,,,,,,,,,,,,,,,,,,,,,,,,
