country,subnational1,year,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,emissions_Mg_CO2e
Malaysia,Perak,2012,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,9340378.0
Malaysia,Perak,2012,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,9143352.0
Malaysia,Perlis,2012,0,82349,2952940,36,,,,
Malaysia,Perlis,2012,10,29311,2832283,97,,,,
Malaysia,Perlis,2012,15,28648,2794018,98,,,,
Malaysia,Perlis,2012,20,28308,2774155,98,,,,
Malaysia,Perlis,2012,25,28044,2760716,98,,,,
Malaysia,Perlis,2012,30,27367,2719784,99,98894.0,148532.0,-49639.0,39646.0
Malaysia,Perlis,2012,50,25598,2601968,102,95885.0,139687.0,-43803.0,39175.0
Malaysia,Perlis,2012,75,19860,2078232,105,74585.0,115701.0,-41116.0,34138.0
Malaysia,Pulau Pinang,2012,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2012,10,49792,4155540,83,,,,
Malaysia,Pulau Pinang,2012,15,48776,4106379,84,,,,
Malaysia,Pulau Pinang,2012,20,48230,4079082,85,,,,
Malaysia,Pulau Pinang,2012,25,47774,4056618,85,,,,
Malaysia,Pulau Pinang,2012,30,46677,4001163,86,100482.0,173060.0,-72578.0,119478.0
Malaysia,Pulau Pinang,2012,50,43161,3803492,88,96960.0,159433.0,-62472.0,117056.0
Malaysia,Pulau Pinang,2012,75,32935,3131770,95,79387.0,124248.0,-44860.0,102133.0
Malaysia,Putrajaya,2012,0,6173,130052,21,,,,
Malaysia,Putrajaya,2012,10,1720,127212,74,,,,
Malaysia,Putrajaya,2012,15,1670,124934,75,,,,
Malaysia,Putrajaya,2012,20,1644,123683,75,,,,
Malaysia,Putrajaya,2012,25,1618,122523,76,,,,
Malaysia,Putrajaya,2012,30,1583,120859,76,6730.0,11311.0,-4580.0,1960.0
Malaysia,Putrajaya,2012,50,1395,109968,79,6109.0,10649.0,-4539.0,1902.0
Malaysia,Putrajaya,2012,75,925,77700,84,4265.0,9158.0,-4893.0,1368.0
Malaysia,Sabah,2012,0,7372091,833296406,113,,,,
Malaysia,Sabah,2012,10,6769712,832107145,123,,,,
Malaysia,Sabah,2012,15,6742543,830848059,123,,,,
Malaysia,Sabah,2012,20,6721855,829806182,123,,,,
Malaysia,Sabah,2012,25,6710515,829233966,124,,,,
Malaysia,Sabah,2012,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,56391964.0
Malaysia,Sabah,2012,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,56195005.0
Malaysia,Sabah,2012,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,54945082.0
Malaysia,Sarawak,2012,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2012,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2012,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2012,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2012,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2012,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,227701955.0
Malaysia,Sarawak,2012,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,227337174.0
Malaysia,Sarawak,2012,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,225121424.0
Malaysia,Selangor,2012,0,782443,55057927,70,,,,
Malaysia,Selangor,2012,10,581303,54785119,94,,,,
Malaysia,Selangor,2012,15,575405,54537124,95,,,,
Malaysia,Selangor,2012,20,571761,54377662,95,,,,
Malaysia,Selangor,2012,25,568977,54259317,95,,,,
Malaysia,Selangor,2012,30,564558,54064971,96,3129864.0,2589350.0,540514.0,2737716.0
Malaysia,Selangor,2012,50,543059,53006083,98,3074550.0,2461992.0,612558.0,2713460.0
Malaysia,Selangor,2012,75,477581,49218157,103,2784878.0,2104015.0,680863.0,2561810.0
Malaysia,Trengganu,2012,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2012,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2012,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2012,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2012,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2012,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,9059703.0
Malaysia,Trengganu,2012,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,9032175.0
Malaysia,Trengganu,2012,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,8820170.0
Malaysia,Johor,2013,0,1911485,161690598,85,,,,
Malaysia,Johor,2013,10,1625635,161322141,99,,,,
Malaysia,Johor,2013,15,1614670,160842410,100,,,,
Malaysia,Johor,2013,20,1606540,160463313,100,,,,
Malaysia,Johor,2013,25,1601965,160254374,100,,,,
Malaysia,Johor,2013,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,8599785.0
Malaysia,Johor,2013,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,8513612.0
Malaysia,Johor,2013,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,8020765.0
Malaysia,Kedah,2013,0,951787,79675819,84,,,,
Malaysia,Kedah,2013,10,693911,79000112,114,,,,
Malaysia,Kedah,2013,15,687911,78642913,114,,,,
Malaysia,Kedah,2013,20,683626,78375777,115,,,,
Malaysia,Kedah,2013,25,681331,78241635,115,,,,
Malaysia,Kedah,2013,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,3798335.0
Malaysia,Kedah,2013,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,3752670.0
Malaysia,Kedah,2013,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,3456943.0
Malaysia,Kelantan,2013,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2013,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2013,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2013,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2013,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2013,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,11191487.0
Malaysia,Kelantan,2013,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,11148745.0
Malaysia,Kelantan,2013,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,10728807.0
Malaysia,Kuala Lumpur,2013,0,27198,518053,19,,,,
Malaysia,Kuala Lumpur,2013,10,6860,507628,74,,,,
Malaysia,Kuala Lumpur,2013,15,5685,456774,80,,,,
Malaysia,Kuala Lumpur,2013,20,5485,446937,81,,,,
Malaysia,Kuala Lumpur,2013,25,5109,428862,84,,,,
Malaysia,Kuala Lumpur,2013,30,4827,414389,86,27299.0,32459.0,-5160.0,978.0
Malaysia,Kuala Lumpur,2013,50,3914,357079,91,25217.0,27488.0,-2271.0,921.0
Malaysia,Kuala Lumpur,2013,75,2446,242429,99,17576.0,20220.0,-2644.0,715.0
Malaysia,Labuan,2013,0,9066,436021,48,,,,
Malaysia,Labuan,2013,10,4730,426512,90,,,,
Malaysia,Labuan,2013,15,4599,419801,91,,,,
Malaysia,Labuan,2013,20,4527,415628,92,,,,
Malaysia,Labuan,2013,25,4480,413030,92,,,,
Malaysia,Labuan,2013,30,4323,403863,93,20672.0,27011.0,-6340.0,9019.0
Malaysia,Labuan,2013,50,3926,378890,97,19743.0,24960.0,-5217.0,8673.0
Malaysia,Labuan,2013,75,3014,310672,103,16622.0,20357.0,-3734.0,7279.0
Malaysia,Melaka,2013,0,165403,9575243,58,,,,
Malaysia,Melaka,2013,10,117339,9527472,81,,,,
Malaysia,Melaka,2013,15,115661,9445345,82,,,,
Malaysia,Melaka,2013,20,114475,9384085,82,,,,
Malaysia,Melaka,2013,25,113794,9349258,82,,,,
Malaysia,Melaka,2013,30,112675,9291768,82,1139800.0,691561.0,448240.0,470684.0
Malaysia,Melaka,2013,50,106873,8942334,84,1121624.0,649345.0,472279.0,460583.0
Malaysia,Melaka,2013,75,88815,7609803,86,1007607.0,523053.0,484553.0,399208.0
Malaysia,Negeri Sembilan,2013,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2013,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2013,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2013,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2013,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2013,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,3241725.0
Malaysia,Negeri Sembilan,2013,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,3220636.0
Malaysia,Negeri Sembilan,2013,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,3057167.0
Malaysia,Pahang,2013,0,3585238,422471528,118,,,,
Malaysia,Pahang,2013,10,3327704,422127448,127,,,,
Malaysia,Pahang,2013,15,3316955,421598747,127,,,,
Malaysia,Pahang,2013,20,3308545,421163557,127,,,,
Malaysia,Pahang,2013,25,3303635,420910143,127,,,,
Malaysia,Pahang,2013,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,21973516.0
Malaysia,Pahang,2013,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,21845055.0
Malaysia,Pahang,2013,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,21001818.0
Malaysia,Perak,2013,0,2091110,207202266,99,,,,
Malaysia,Perak,2013,10,1795110,206728430,115,,,,
Malaysia,Perak,2013,15,1785066,206237585,116,,,,
Malaysia,Perak,2013,20,1778841,205918927,116,,,,
Malaysia,Perak,2013,25,1774699,205715084,116,,,,
Malaysia,Perak,2013,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,5558390.0
Malaysia,Perak,2013,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,5513154.0
Malaysia,Perak,2013,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,5304828.0
Malaysia,Perlis,2013,0,82349,2952940,36,,,,
Malaysia,Perlis,2013,10,29311,2832283,97,,,,
Malaysia,Perlis,2013,15,28648,2794018,98,,,,
Malaysia,Perlis,2013,20,28308,2774155,98,,,,
Malaysia,Perlis,2013,25,28044,2760716,98,,,,
Malaysia,Perlis,2013,30,27367,2719784,99,98894.0,148532.0,-49639.0,59518.0
Malaysia,Perlis,2013,50,25598,2601968,102,95885.0,139687.0,-43803.0,57658.0
Malaysia,Perlis,2013,75,19860,2078232,105,74585.0,115701.0,-41116.0,43922.0
Malaysia,Pulau Pinang,2013,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2013,10,49792,4155540,83,,,,
Malaysia,Pulau Pinang,2013,15,48776,4106379,84,,,,
Malaysia,Pulau Pinang,2013,20,48230,4079082,85,,,,
Malaysia,Pulau Pinang,2013,25,47774,4056618,85,,,,
Malaysia,Pulau Pinang,2013,30,46677,4001163,86,100482.0,173060.0,-72578.0,50178.0
Malaysia,Pulau Pinang,2013,50,43161,3803492,88,96960.0,159433.0,-62472.0,48212.0
Malaysia,Pulau Pinang,2013,75,32935,3131770,95,79387.0,124248.0,-44860.0,38890.0
Malaysia,Putrajaya,2013,0,6173,130052,21,,,,
Malaysia,Putrajaya,2013,10,1720,127212,74,,,,
Malaysia,Putrajaya,2013,15,1670,124934,75,,,,
Malaysia,Putrajaya,2013,20,1644,123683,75,,,,
Malaysia,Putrajaya,2013,25,1618,122523,76,,,,
Malaysia,Putrajaya,2013,30,1583,120859,76,6730.0,11311.0,-4580.0,1427.0
Malaysia,Putrajaya,2013,50,1395,109968,79,6109.0,10649.0,-4539.0,1311.0
Malaysia,Putrajaya,2013,75,925,77700,84,4265.0,9158.0,-4893.0,956.0
Malaysia,Sabah,2013,0,7372091,833296406,113,,,,
Malaysia,Sabah,2013,10,6769712,832107145,123,,,,
Malaysia,Sabah,2013,15,6742543,830848059,123,,,,
Malaysia,Sabah,2013,20,6721855,829806182,123,,,,
Malaysia,Sabah,2013,25,6710515,829233966,124,,,,
Malaysia,Sabah,2013,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,29039551.0
Malaysia,Sabah,2013,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,28761467.0
Malaysia,Sabah,2013,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,27110186.0
Malaysia,Sarawak,2013,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2013,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2013,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2013,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2013,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2013,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,101989666.0
Malaysia,Sarawak,2013,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,101643022.0
Malaysia,Sarawak,2013,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,99461621.0
Malaysia,Selangor,2013,0,782443,55057927,70,,,,
Malaysia,Selangor,2013,10,581303,54785119,94,,,,
Malaysia,Selangor,2013,15,575405,54537124,95,,,,
Malaysia,Selangor,2013,20,571761,54377662,95,,,,
Malaysia,Selangor,2013,25,568977,54259317,95,,,,
Malaysia,Selangor,2013,30,564558,54064971,96,3129864.0,2589350.0,540514.0,1330906.0
Malaysia,Selangor,2013,50,543059,53006083,98,3074550.0,2461992.0,612558.0,1311593.0
Malaysia,Selangor,2013,75,477581,49218157,103,2784878.0,2104015.0,680863.0,1209173.0
Malaysia,Trengganu,2013,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2013,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2013,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2013,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2013,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2013,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,6032909.0
Malaysia,Trengganu,2013,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,5988507.0
Malaysia,Trengganu,2013,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,5706992.0
Malaysia,Johor,2014,0,1911485,161690598,85,,,,
Malaysia,Johor,2014,10,1625635,161322141,99,,,,
Malaysia,Johor,2014,15,1614670,160842410,100,,,,
Malaysia,Johor,2014,20,1606540,160463313,100,,,,
Malaysia,Johor,2014,25,1601965,160254374,100,,,,
Malaysia,Johor,2014,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,19403457.0
Malaysia,Johor,2014,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,19135441.0
Malaysia,Johor,2014,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,17687810.0
Malaysia,Kedah,2014,0,951787,79675819,84,,,,
Malaysia,Kedah,2014,10,693911,79000112,114,,,,
Malaysia,Kedah,2014,15,687911,78642913,114,,,,
Malaysia,Kedah,2014,20,683626,78375777,115,,,,
Malaysia,Kedah,2014,25,681331,78241635,115,,,,
Malaysia,Kedah,2014,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,8688928.0
Malaysia,Kedah,2014,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,8561561.0
Malaysia,Kedah,2014,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,7851246.0
Malaysia,Kelantan,2014,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2014,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2014,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2014,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2014,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2014,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,26822109.0
Malaysia,Kelantan,2014,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,26672853.0
Malaysia,Kelantan,2014,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,25615632.0
Malaysia,Kuala Lumpur,2014,0,27198,518053,19,,,,
Malaysia,Kuala Lumpur,2014,10,6860,507628,74,,,,
Malaysia,Kuala Lumpur,2014,15,5685,456774,80,,,,
Malaysia,Kuala Lumpur,2014,20,5485,446937,81,,,,
Malaysia,Kuala Lumpur,2014,25,5109,428862,84,,,,
Malaysia,Kuala Lumpur,2014,30,4827,414389,86,27299.0,32459.0,-5160.0,27413.0
Malaysia,Kuala Lumpur,2014,50,3914,357079,91,25217.0,27488.0,-2271.0,25113.0
Malaysia,Kuala Lumpur,2014,75,2446,242429,99,17576.0,20220.0,-2644.0,14456.0
Malaysia,Labuan,2014,0,9066,436021,48,,,,
Malaysia,Labuan,2014,10,4730,426512,90,,,,
Malaysia,Labuan,2014,15,4599,419801,91,,,,
Malaysia,Labuan,2014,20,4527,415628,92,,,,
Malaysia,Labuan,2014,25,4480,413030,92,,,,
Malaysia,Labuan,2014,30,4323,403863,93,20672.0,27011.0,-6340.0,34848.0
Malaysia,Labuan,2014,50,3926,378890,97,19743.0,24960.0,-5217.0,33057.0
Malaysia,Labuan,2014,75,3014,310672,103,16622.0,20357.0,-3734.0,27437.0
Malaysia,Melaka,2014,0,165403,9575243,58,,,,
Malaysia,Melaka,2014,10,117339,9527472,81,,,,
Malaysia,Melaka,2014,15,115661,9445345,82,,,,
Malaysia,Melaka,2014,20,114475,9384085,82,,,,
Malaysia,Melaka,2014,25,113794,9349258,82,,,,
Malaysia,Melaka,2014,30,112675,9291768,82,1139800.0,691561.0,448240.0,2022184.0
Malaysia,Melaka,2014,50,106873,8942334,84,1121624.0,649345.0,472279.0,1993779.0
Malaysia,Melaka,2014,75,88815,7609803,86,1007607.0,523053.0,484553.0,1820787.0
Malaysia,Negeri Sembilan,2014,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2014,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2014,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2014,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2014,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2014,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,7623650.0
Malaysia,Negeri Sembilan,2014,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,7542135.0
Malaysia,Negeri Sembilan,2014,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,7003668.0
Malaysia,Pahang,2014,0,3585238,422471528,118,,,,
Malaysia,Pahang,2014,10,3327704,422127448,127,,,,
Malaysia,Pahang,2014,15,3316955,421598747,127,,,,
Malaysia,Pahang,2014,20,3308545,421163557,127,,,,
Malaysia,Pahang,2014,25,3303635,420910143,127,,,,
Malaysia,Pahang,2014,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,44629460.0
Malaysia,Pahang,2014,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,44228149.0
Malaysia,Pahang,2014,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,42057379.0
Malaysia,Perak,2014,0,2091110,207202266,99,,,,
Malaysia,Perak,2014,10,1795110,206728430,115,,,,
Malaysia,Perak,2014,15,1785066,206237585,116,,,,
Malaysia,Perak,2014,20,1778841,205918927,116,,,,
Malaysia,Perak,2014,25,1774699,205715084,116,,,,
Malaysia,Perak,2014,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,12127140.0
Malaysia,Perak,2014,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,12027365.0
Malaysia,Perak,2014,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,11606808.0
Malaysia,Perlis,2014,0,82349,2952940,36,,,,
Malaysia,Perlis,2014,10,29311,2832283,97,,,,
Malaysia,Perlis,2014,15,28648,2794018,98,,,,
Malaysia,Perlis,2014,20,28308,2774155,98,,,,
Malaysia,Perlis,2014,25,28044,2760716,98,,,,
Malaysia,Perlis,2014,30,27367,2719784,99,98894.0,148532.0,-49639.0,180680.0
Malaysia,Perlis,2014,50,25598,2601968,102,95885.0,139687.0,-43803.0,173804.0
Malaysia,Perlis,2014,75,19860,2078232,105,74585.0,115701.0,-41116.0,128857.0
Malaysia,Pulau Pinang,2014,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2014,10,49792,4155540,83,,,,
Malaysia,Pulau Pinang,2014,15,48776,4106379,84,,,,
Malaysia,Pulau Pinang,2014,20,48230,4079082,85,,,,
Malaysia,Pulau Pinang,2014,25,47774,4056618,85,,,,
Malaysia,Pulau Pinang,2014,30,46677,4001163,86,100482.0,173060.0,-72578.0,159668.0
Malaysia,Pulau Pinang,2014,50,43161,3803492,88,96960.0,159433.0,-62472.0,151824.0
Malaysia,Pulau Pinang,2014,75,32935,3131770,95,79387.0,124248.0,-44860.0,115001.0
Malaysia,Putrajaya,2014,0,6173,130052,21,,,,
Malaysia,Putrajaya,2014,10,1720,127212,74,,,,
Malaysia,Putrajaya,2014,15,1670,124934,75,,,,
Malaysia,Putrajaya,2014,20,1644,123683,75,,,,
Malaysia,Putrajaya,2014,25,1618,122523,76,,,,
Malaysia,Putrajaya,2014,30,1583,120859,76,6730.0,11311.0,-4580.0,4839.0
Malaysia,Putrajaya,2014,50,1395,109968,79,6109.0,10649.0,-4539.0,3880.0
Malaysia,Putrajaya,2014,75,925,77700,84,4265.0,9158.0,-4893.0,2302.0
Malaysia,Sabah,2014,0,7372091,833296406,113,,,,
Malaysia,Sabah,2014,10,6769712,832107145,123,,,,
Malaysia,Sabah,2014,15,6742543,830848059,123,,,,
Malaysia,Sabah,2014,20,6721855,829806182,123,,,,
Malaysia,Sabah,2014,25,6710515,829233966,124,,,,
Malaysia,Sabah,2014,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,68481891.0
Malaysia,Sabah,2014,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,67810863.0
Malaysia,Sabah,2014,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,63864282.0
Malaysia,Sarawak,2014,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2014,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2014,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2014,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2014,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2014,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,169841765.0
Malaysia,Sarawak,2014,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,169074721.0
Malaysia,Sarawak,2014,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,164984136.0
Malaysia,Selangor,2014,0,782443,55057927,70,,,,
Malaysia,Selangor,2014,10,581303,54785119,94,,,,
Malaysia,Selangor,2014,15,575405,54537124,95,,,,
Malaysia,Selangor,2014,20,571761,54377662,95,,,,
Malaysia,Selangor,2014,25,568977,54259317,95,,,,
Malaysia,Selangor,2014,30,564558,54064971,96,3129864.0,2589350.0,540514.0,7154367.0
Malaysia,Selangor,2014,50,543059,53006083,98,3074550.0,2461992.0,612558.0,7041207.0
Malaysia,Selangor,2014,75,477581,49218157,103,2784878.0,2104015.0,680863.0,6546443.0
Malaysia,Trengganu,2014,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2014,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2014,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2014,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2014,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2014,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,8961109.0
Malaysia,Trengganu,2014,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,8826237.0
Malaysia,Trengganu,2014,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,8126326.0
Malaysia,Johor,2015,0,1911485,161690598,85,,,,
Malaysia,Johor,2015,10,1625635,161322141,99,,,,
Malaysia,Johor,2015,15,1614670,160842410,100,,,,
Malaysia,Johor,2015,20,1606540,160463313,100,,,,
Malaysia,Johor,2015,25,1601965,160254374,100,,,,
Malaysia,Johor,2015,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,11848674.0
Malaysia,Johor,2015,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,11675414.0
Malaysia,Johor,2015,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,10800504.0
Malaysia,Kedah,2015,0,951787,79675819,84,,,,
Malaysia,Kedah,2015,10,693911,79000112,114,,,,
Malaysia,Kedah,2015,15,687911,78642913,114,,,,
Malaysia,Kedah,2015,20,683626,78375777,115,,,,
Malaysia,Kedah,2015,25,681331,78241635,115,,,,
Malaysia,Kedah,2015,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,8246563.0
Malaysia,Kedah,2015,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,8158371.0
Malaysia,Kedah,2015,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,7569747.0
Malaysia,Kelantan,2015,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2015,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2015,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2015,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2015,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2015,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,16422316.0
Malaysia,Kelantan,2015,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,16320363.0
Malaysia,Kelantan,2015,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,15503661.0
Malaysia,Kuala Lumpur,2015,0,27198,518053,19,,,,
Malaysia,Kuala Lumpur,2015,10,6860,507628,74,,,,
Malaysia,Kuala Lumpur,2015,15,5685,456774,80,,,,
Malaysia,Kuala Lumpur,2015,20,5485,446937,81,,,,
Malaysia,Kuala Lumpur,2015,25,5109,428862,84,,,,
Malaysia,Kuala Lumpur,2015,30,4827,414389,86,27299.0,32459.0,-5160.0,16622.0
Malaysia,Kuala Lumpur,2015,50,3914,357079,91,25217.0,27488.0,-2271.0,14847.0
Malaysia,Kuala Lumpur,2015,75,2446,242429,99,17576.0,20220.0,-2644.0,8858.0
Malaysia,Labuan,2015,0,9066,436021,48,,,,
Malaysia,Labuan,2015,10,4730,426512,90,,,,
Malaysia,Labuan,2015,15,4599,419801,91,,,,
Malaysia,Labuan,2015,20,4527,415628,92,,,,
Malaysia,Labuan,2015,25,4480,413030,92,,,,
Malaysia,Labuan,2015,30,4323,403863,93,20672.0,27011.0,-6340.0,42103.0
Malaysia,Labuan,2015,50,3926,378890,97,19743.0,24960.0,-5217.0,39269.0
Malaysia,Labuan,2015,75,3014,310672,103,16622.0,20357.0,-3734.0,32191.0
Malaysia,Melaka,2015,0,165403,9575243,58,,,,
Malaysia,Melaka,2015,10,117339,9527472,81,,,,
Malaysia,Melaka,2015,15,115661,9445345,82,,,,
Malaysia,Melaka,2015,20,114475,9384085,82,,,,
Malaysia,Melaka,2015,25,113794,9349258,82,,,,
Malaysia,Melaka,2015,30,112675,9291768,82,1139800.0,691561.0,448240.0,1104564.0
Malaysia,Melaka,2015,50,106873,8942334,84,1121624.0,649345.0,472279.0,1089926.0
Malaysia,Melaka,2015,75,88815,7609803,86,1007607.0,523053.0,484553.0,1006230.0
Malaysia,Negeri Sembilan,2015,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2015,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2015,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2015,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2015,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2015,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,4806519.0
