country,year,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,emissions_Mg_CO2e
Malaysia,2011,15,215778,24901238,115,,,,
Malaysia,2011,20,215389,24879039,116,,,,
Malaysia,2011,25,215202,24868198,116,,,,
Malaysia,2011,30,214665,24836201,116,2259906.0,1163402.0,1096504.0,1980125.0
Malaysia,2011,50,212747,24703197,116,2253195.0,1147724.0,1105471.0,1978015.0
Malaysia,2011,75,202132,23808132,118,2194698.0,1066295.0,1128402.0,1963269.0
Malaysia,2011,0,52682,5475997,104,,,,
Malaysia,2011,10,45228,5464351,121,,,,
Malaysia,2011,15,44877,5444099,121,,,,
Malaysia,2011,20,44651,5430921,122,,,,
Malaysia,2011,25,44541,5424726,122,,,,
Malaysia,2011,30,44152,5400966,122,320467.0,251988.0,68479.0,296632.0
Malaysia,2011,50,43141,5329484,124,317065.0,242744.0,74322.0,295011.0
Malaysia,2011,75,39777,5042752,127,296630.0,211360.0,85270.0,288391.0
Malaysia,2011,0,59344,3144815,53,,,,
Malaysia,2011,10,38042,3112481,82,,,,
Malaysia,2011,15,37220,3073842,83,,,,
Malaysia,2011,20,36698,3048452,83,,,,
Malaysia,2011,25,36381,3033545,83,,,,
Malaysia,2011,30,35659,2997081,84,363918.0,332609.0,31309.0,187898.0
Malaysia,2011,50,32984,2850465,86,358868.0,309361.0,49507.0,186946.0
Malaysia,2011,75,25416,2343769,92,323316.0,241779.0,81538.0,178944.0
Malaysia,2011,0,40332,1812683,45,,,,
Malaysia,2011,10,20598,1782977,87,,,,
Malaysia,2011,15,20056,1758079,88,,,,
Malaysia,2011,20,19758,1743576,88,,,,
Malaysia,2011,25,19552,1734127,89,,,,
Malaysia,2011,30,19033,1707521,90,121610.0,156118.0,-34508.0,90864.0
Malaysia,2011,50,17684,1633684,92,118924.0,143739.0,-24815.0,90128.0
Malaysia,2011,75,14078,1396317,99,103574.0,112294.0,-8719.0,85177.0
Malaysia,2011,0,85560,8438352,99,,,,
Malaysia,2011,10,76917,8426562,110,,,,
Malaysia,2011,15,76513,8402852,110,,,,
Malaysia,2011,20,76223,8385522,110,,,,
Malaysia,2011,25,76090,8377813,110,,,,
Malaysia,2011,30,75643,8350295,110,841086.0,512238.0,328848.0,776833.0
Malaysia,2011,50,74290,8252303,111,836846.0,500508.0,336337.0,776029.0
Malaysia,2011,75,68963,7780633,113,803775.0,453103.0,350672.0,765200.0
Malaysia,2011,0,19351,382577,20,,,,
Malaysia,2011,10,7080,365766,52,,,,
Malaysia,2011,15,6611,348080,53,,,,
Malaysia,2011,20,6367,338042,53,,,,
Malaysia,2011,25,6180,330621,53,,,,
Malaysia,2011,30,5819,315680,54,5828.0,30448.0,-24621.0,5404.0
Malaysia,2011,50,4702,266275,57,5428.0,23790.0,-18362.0,5280.0
Malaysia,2011,75,2745,168343,61,3925.0,13001.0,-9075.0,4352.0
Malaysia,2011,0,27198,518053,19,,,,
Malaysia,2011,10,6860,507628,74,,,,
Malaysia,2011,15,5685,456774,80,,,,
Malaysia,2011,20,5485,446937,81,,,,
Malaysia,2011,25,5109,428862,84,,,,
Malaysia,2011,30,4827,414389,86,27299.0,32459.0,-5160.0,17764.0
Malaysia,2011,50,3914,357079,91,25217.0,27488.0,-2271.0,17534.0
Malaysia,2011,75,2446,242429,99,17576.0,20220.0,-2644.0,15361.0
Malaysia,2011,0,9066,436021,48,,,,
Malaysia,2011,10,4730,426512,90,,,,
Malaysia,2011,15,4599,419801,91,,,,
Malaysia,2011,20,4527,415628,92,,,,
Malaysia,2011,25,4480,413030,92,,,,
Malaysia,2011,30,4323,403863,93,20672.0,27011.0,-6340.0,28303.0
Malaysia,2011,50,3926,378890,97,19743.0,24960.0,-5217.0,28057.0
Malaysia,2011,75,3014,310672,103,16622.0,20357.0,-3734.0,26264.0
Malaysia,2011,0,67030,4358765,65,,,,
Malaysia,2011,10,49726,4338493,87,,,,
Malaysia,2011,15,48982,4300078,88,,,,
Malaysia,2011,20,48451,4271437,88,,,,
Malaysia,2011,25,48150,4255042,88,,,,
Malaysia,2011,30,47671,4228914,89,588865.0,327330.0,261535.0,570693.0
Malaysia,2011,50,45025,4059289,90,579513.0,306680.0,272833.0,569389.0
Malaysia,2011,75,36667,3394547,93,516851.0,243840.0,273011.0,547550.0
Malaysia,2011,0,69871,4363879,62,,,,
Malaysia,2011,10,56096,4348980,78,,,,
Malaysia,2011,15,55546,4322159,78,,,,
Malaysia,2011,20,55109,4299550,78,,,,
Malaysia,2011,25,54882,4288002,78,,,,
Malaysia,2011,30,54509,4268885,78,452684.0,291361.0,161323.0,554398.0
Malaysia,2011,50,52517,4152342,79,447021.0,277466.0,169555.0,553194.0
Malaysia,2011,75,45467,3665311,81,410842.0,231633.0,179209.0,539755.0
Malaysia,2011,0,28502,852599,30,,,,
Malaysia,2011,10,11518,840000,73,,,,
Malaysia,2011,15,11133,823108,74,,,,
Malaysia,2011,20,10915,813097,74,,,,
Malaysia,2011,25,10762,806215,75,,,,
Malaysia,2011,30,10495,793969,76,98252.0,72869.0,25382.0,144860.0
Malaysia,2011,50,9331,730702,78,95090.0,65199.0,29891.0,143146.0
Malaysia,2011,75,6681,549945,82,79914.0,47581.0,32333.0,134185.0
Malaysia,2011,0,135547,15517685,114,,,,
Malaysia,2011,10,129391,15510269,120,,,,
Malaysia,2011,15,129080,15494426,120,,,,
Malaysia,2011,20,128804,15479131,120,,,,
Malaysia,2011,25,128686,15472807,120,,,,
Malaysia,2011,30,128475,15461176,120,895739.0,551293.0,344446.0,1180791.0
Malaysia,2011,50,127121,15374271,121,889429.0,539124.0,350305.0,1180486.0
Malaysia,2011,75,122515,15015010,123,856213.0,498657.0,357556.0,1175137.0
Malaysia,2011,0,155477,12357019,79,,,,
Malaysia,2011,10,133699,12330491,92,,,,
Malaysia,2011,15,132740,12278942,93,,,,
Malaysia,2011,20,131949,12234203,93,,,,
Malaysia,2011,25,131553,12211271,93,,,,
Malaysia,2011,30,130912,12174565,93,1665377.0,586824.0,1078553.0,4201547.0
Malaysia,2011,50,127295,11933089,94,1654212.0,565797.0,1088415.0,4198097.0
Malaysia,2011,75,110485,10570359,96,1547711.0,479152.0,1068559.0,4131152.0
Malaysia,2011,0,96333,9894666,103,,,,
Malaysia,2011,10,87992,9883948,112,,,,
Malaysia,2011,15,87575,9862535,113,,,,
Malaysia,2011,20,87216,9842895,113,,,,
Malaysia,2011,25,87019,9832262,113,,,,
Malaysia,2011,30,86702,9814604,113,635940.0,615405.0,20535.0,595879.0
Malaysia,2011,50,84912,9698643,114,628498.0,592808.0,35690.0,594544.0
Malaysia,2011,75,78148,9166462,117,583705.0,508506.0,75198.0,583561.0
Malaysia,2011,0,56336,3642141,65,,,,
Malaysia,2011,10,41695,3613446,87,,,,
Malaysia,2011,15,41199,3589805,87,,,,
Malaysia,2011,20,40825,3571093,87,,,,
Malaysia,2011,25,40608,3560386,88,,,,
Malaysia,2011,30,40250,3542699,88,172397.0,141457.0,30941.0,227380.0
Malaysia,2011,50,38391,3438042,90,169474.0,134401.0,35073.0,226913.0
Malaysia,2011,75,32061,2990746,93,152932.0,114965.0,37967.0,220144.0
Malaysia,2011,0,39344,3528024,90,,,,
Malaysia,2011,10,33368,3521003,106,,,,
Malaysia,2011,15,33045,3504399,106,,,,
Malaysia,2011,20,32796,3491092,106,,,,
Malaysia,2011,25,32667,3484186,107,,,,
Malaysia,2011,30,32460,3472821,107,295676.0,190883.0,104793.0,287975.0
Malaysia,2011,50,31226,3394542,109,291466.0,180527.0,110938.0,287757.0
Malaysia,2011,75,27391,3093001,113,266654.0,149753.0,116901.0,283159.0
Malaysia,2011,0,97977,7827092,80,,,,
Malaysia,2011,10,71993,7808781,108,,,,
Malaysia,2011,15,71196,7769451,109,,,,
Malaysia,2011,20,70684,7742965,110,,,,
Malaysia,2011,25,70347,7726202,110,,,,
Malaysia,2011,30,69774,7696211,110,610344.0,369246.0,241098.0,461858.0
Malaysia,2011,50,66883,7514700,112,597792.0,348859.0,248932.0,459283.0
Malaysia,2011,75,56967,6728757,118,519380.0,282626.0,236754.0,426408.0
Malaysia,2011,0,85725,6653946,78,,,,
Malaysia,2011,10,72791,6638753,91,,,,
Malaysia,2011,15,72260,6610500,91,,,,
Malaysia,2011,20,71863,6588296,92,,,,
Malaysia,2011,25,71649,6576331,92,,,,
Malaysia,2011,30,71248,6553623,92,988006.0,390756.0,597251.0,962982.0
Malaysia,2011,50,69147,6415812,93,979446.0,376045.0,603402.0,960307.0
Malaysia,2011,75,59698,5686807,95,903485.0,316772.0,586713.0,934168.0
Malaysia,2011,0,181514,20524140,113,,,,
Malaysia,2011,10,170877,20505522,120,,,,
Malaysia,2011,15,170260,20472113,120,,,,
Malaysia,2011,20,169719,20440785,120,,,,
Malaysia,2011,25,169420,20423681,121,,,,
Malaysia,2011,30,168934,20395312,121,1406082.0,661751.0,744332.0,493589.0
Malaysia,2011,50,166180,20211904,122,1396798.0,642614.0,754184.0,492433.0
Malaysia,2011,75,154754,19296916,125,1330268.0,564955.0,765313.0,485601.0
Malaysia,2011,0,219124,19349958,88,,,,
Malaysia,2011,10,192793,19330286,100,,,,
Malaysia,2011,15,191828,19281805,101,,,,
Malaysia,2011,20,191010,19238622,101,,,,
Malaysia,2011,25,190610,19217594,101,,,,
Malaysia,2011,30,189874,19178174,101,1269475.0,540667.0,728808.0,995641.0
Malaysia,2011,50,185892,18932744,102,1258826.0,521831.0,736996.0,993395.0
Malaysia,2011,75,168855,17643584,104,1183396.0,455329.0,728068.0,968586.0
Malaysia,2011,0,70753,8811874,125,,,,
Malaysia,2011,10,65701,8801617,134,,,,
Malaysia,2011,15,65592,8795145,134,,,,
Malaysia,2011,20,65538,8791926,134,,,,
Malaysia,2011,25,65491,8789081,134,,,,
Malaysia,2011,30,65403,8783639,134,105321.0,56499.0,48822.0,124748.0
Malaysia,2011,50,65074,8763771,135,104755.0,54937.0,49818.0,124563.0
Malaysia,2011,75,63948,8685653,136,101891.0,49272.0,52619.0,123848.0
Malaysia,2011,0,724206,103931884,144,,,,
Malaysia,2011,10,703090,103903154,148,,,,
Malaysia,2011,15,702280,103859799,148,,,,
Malaysia,2011,20,701563,103819782,148,,,,
Malaysia,2011,25,701154,103796483,148,,,,
Malaysia,2011,30,700460,103756595,148,3293023.0,1472643.0,1820380.0,1291087.0
Malaysia,2011,50,696739,103514238,149,3282890.0,1451336.0,1831554.0,1289792.0
Malaysia,2011,75,679965,102143987,150,3208370.0,1363382.0,1844988.0,1273074.0
Malaysia,2011,0,301803,29205321,97,,,,
Malaysia,2011,10,256536,29146967,114,,,,
Malaysia,2011,15,254727,29064454,114,,,,
Malaysia,2011,20,253622,29013259,114,,,,
Malaysia,2011,25,252867,28978409,115,,,,
Malaysia,2011,30,251549,28916865,115,2471061.0,939298.0,1531762.0,2637879.0
Malaysia,2011,50,244136,28516041,117,2438007.0,898234.0,1539774.0,2631891.0
Malaysia,2011,75,217345,26746905,123,2256794.0,751315.0,1505479.0,2597607.0
Malaysia,2011,0,543869,73414009,135,,,,
Malaysia,2011,10,525879,73379722,140,,,,
Malaysia,2011,15,525119,73338113,140,,,,
Malaysia,2011,20,524505,73302875,140,,,,
Malaysia,2011,25,524142,73281672,140,,,,
Malaysia,2011,30,523474,73242242,140,2490053.0,1336927.0,1153125.0,1715299.0
Malaysia,2011,50,520072,73015935,140,2480452.0,1318148.0,1162303.0,1713390.0
Malaysia,2011,75,502421,71569328,142,2387973.0,1223251.0,1164722.0,1687037.0
Malaysia,2011,0,201446,19558150,97,,,,
Malaysia,2011,10,174800,19527759,112,,,,
Malaysia,2011,15,173645,19468221,112,,,,
Malaysia,2011,20,172642,19413490,112,,,,
Malaysia,2011,25,172111,19384407,113,,,,
Malaysia,2011,30,171303,19339792,113,1600336.0,667058.0,933278.0,606098.0
Malaysia,2011,50,166458,19032212,114,1588020.0,637521.0,950499.0,604787.0
Malaysia,2011,75,145104,17349368,120,1482620.0,535650.0,946970.0,595285.0
Malaysia,2011,0,378906,37553077,99,,,,
Malaysia,2011,10,343080,37499600,109,,,,
Malaysia,2011,15,341555,37434275,110,,,,
Malaysia,2011,20,340386,37381899,110,,,,
Malaysia,2011,25,339680,37350514,110,,,,
Malaysia,2011,30,338588,37301819,110,5224647.0,1144331.0,4080316.0,4936219.0
Malaysia,2011,50,331913,36963918,111,5195805.0,1107054.0,4088751.0,4923855.0
Malaysia,2011,75,309294,35646679,115,5032069.0,984932.0,4047138.0,4857792.0
Malaysia,2011,0,228817,28771568,126,,,,
Malaysia,2011,10,219247,28757032,131,,,,
Malaysia,2011,15,218742,28729749,131,,,,
Malaysia,2011,20,218337,28706590,131,,,,
Malaysia,2011,25,218087,28692319,132,,,,
Malaysia,2011,30,217605,28664155,132,1317651.0,624388.0,693264.0,287113.0
Malaysia,2011,50,215033,28495819,133,1308565.0,608123.0,700443.0,286727.0
Malaysia,2011,75,203957,27613084,135,1245729.0,536107.0,709622.0,282805.0
Malaysia,2011,0,507197,55965161,110,,,,
Malaysia,2011,10,469377,55913137,119,,,,
Malaysia,2011,15,467741,55836794,119,,,,
Malaysia,2011,20,466459,55774374,120,,,,
Malaysia,2011,25,465685,55736886,120,,,,
Malaysia,2011,30,464503,55679176,120,6670523.0,1350999.0,5319524.0,12238298.0
Malaysia,2011,50,458213,55322933,121,6649681.0,1323049.0,5326632.0,12229832.0
Malaysia,2011,75,436225,53815613,123,6533150.0,1226539.0,5306611.0,12148799.0
Malaysia,2011,0,227604,25386387,112,,,,
Malaysia,2011,10,206322,25362652,123,,,,
Malaysia,2011,15,205465,25318280,123,,,,
Malaysia,2011,20,204764,25279956,123,,,,
Malaysia,2011,25,204387,25259096,124,,,,
Malaysia,2011,30,203724,25222534,124,2154150.0,847676.0,1306474.0,1557882.0
Malaysia,2011,50,199898,24980642,125,2137497.0,819494.0,1318002.0,1554958.0
Malaysia,2011,75,181179,23498881,130,1997016.0,694658.0,1302358.0,1524887.0
Malaysia,2011,0,274728,28680851,104,,,,
Malaysia,2011,10,243617,28623986,117,,,,
Malaysia,2011,15,242317,28554521,118,,,,
Malaysia,2011,20,241543,28511640,118,,,,
Malaysia,2011,25,240954,28479867,118,,,,
Malaysia,2011,30,239889,28419875,118,988704.0,616712.0,371992.0,803844.0
Malaysia,2011,50,235664,28154822,119,980934.0,598350.0,382584.0,803064.0
Malaysia,2011,75,221173,27116433,123,932533.0,542521.0,390012.0,794135.0
Malaysia,2011,0,178644,8021434,45,,,,
Malaysia,2011,10,133294,7949882,60,,,,
Malaysia,2011,15,131863,7893534,60,,,,
Malaysia,2011,20,130741,7849287,60,,,,
Malaysia,2011,25,130032,7821586,60,,,,
Malaysia,2011,30,128350,7756726,60,161789.0,138963.0,22827.0,230540.0
Malaysia,2011,50,120822,7446445,62,154628.0,121359.0,33269.0,229471.0
Malaysia,2011,75,92122,6109486,66,126597.0,70234.0,56363.0,213569.0
Malaysia,2011,0,658082,86340017,131,,,,
Malaysia,2011,10,629313,86321607,137,,,,
Malaysia,2011,15,628668,86282416,137,,,,
Malaysia,2011,20,628267,86256819,137,,,,
Malaysia,2011,25,628027,86241609,137,,,,
Malaysia,2011,30,627481,86205871,137,2575647.0,1510735.0,1064912.0,5194222.0
Malaysia,2011,50,625001,86023895,138,2566775.0,1488865.0,1077910.0,5192913.0
Malaysia,2011,75,615624,85195815,138,2513964.0,1409698.0,1104266.0,5176111.0
Malaysia,2011,0,73305,8447801,115,,,,
Malaysia,2011,10,69505,8439914,121,,,,
Malaysia,2011,15,69284,8427104,122,,,,
Malaysia,2011,20,69136,8418287,122,,,,
Malaysia,2011,25,69027,8411880,122,,,,
Malaysia,2011,30,68853,8401442,122,126544.0,107068.0,19476.0,81796.0
Malaysia,2011,50,67779,8329763,123,125883.0,104544.0,21339.0,81796.0
Malaysia,2011,75,64117,8056723,126,122113.0,96636.0,25477.0,81428.0
Malaysia,2011,0,93069,4058185,44,,,,
Malaysia,2011,10,57574,3958190,69,,,,
Malaysia,2011,15,56652,3921365,69,,,,
Malaysia,2011,20,56228,3903759,69,,,,
Malaysia,2011,25,55843,3888195,70,,,,
Malaysia,2011,30,55241,3863690,70,187174.0,294140.0,-106966.0,261302.0
Malaysia,2011,50,51640,3706548,72,185463.0,282900.0,-97436.0,260490.0
Malaysia,2011,75,41462,3190759,77,176639.0,263989.0,-87349.0,252075.0
Malaysia,2011,0,196332,16763489,85,,,,
Malaysia,2011,10,140470,16710542,119,,,,
Malaysia,2011,15,138688,16616416,120,,,,
Malaysia,2011,20,137798,16565964,120,,,,
Malaysia,2011,25,137093,16527601,121,,,,
Malaysia,2011,30,135736,16452384,121,422964.0,409879.0,13085.0,375434.0
Malaysia,2011,50,131071,16158939,123,410358.0,384646.0,25713.0,370250.0
Malaysia,2011,75,119323,15325491,128,366148.0,326644.0,39504.0,346812.0
Malaysia,2011,0,255091,30212317,118,,,,
Malaysia,2011,10,238629,30183768,126,,,,
Malaysia,2011,15,237855,30135873,127,,,,
Malaysia,2011,20,237218,30093477,127,,,,
Malaysia,2011,25,236946,30076360,127,,,,
Malaysia,2011,30,236278,30032716,127,1388556.0,778189.0,610367.0,1317263.0
Malaysia,2011,50,233580,29834823,128,1380207.0,758571.0,621636.0,1316249.0
Malaysia,2011,75,224738,29089842,129,1341732.0,699463.0,642269.0,1307375.0
Malaysia,2011,0,130645,12420778,95,,,,
Malaysia,2011,10,116996,12384341,106,,,,
Malaysia,2011,15,116375,12355134,106,,,,
Malaysia,2011,20,116009,12336863,106,,,,
Malaysia,2011,25,115758,12324885,106,,,,
Malaysia,2011,30,115206,12297844,107,759061.0,894368.0,-135306.0,633116.0
Malaysia,2011,50,112969,12177805,108,755761.0,881596.0,-125835.0,632427.0
Malaysia,2011,75,104980,11692926,111,737523.0,835613.0,-98090.0,626768.0
Malaysia,2011,0,105037,5733424,55,,,,
Malaysia,2011,10,74585,5691310,76,,,,
Malaysia,2011,15,73443,5642147,77,,,,
Malaysia,2011,20,72689,5607506,77,,,,
Malaysia,2011,25,72237,5587733,77,,,,
Malaysia,2011,30,71321,5547279,78,308394.0,236242.0,72152.0,298424.0
Malaysia,2011,50,67172,5340004,79,300741.0,218048.0,82692.0,296213.0
Malaysia,2011,75,54117,4584875,85,260231.0,166925.0,93305.0,279993.0
Malaysia,2011,0,126176,6523971,52,,,,
Malaysia,2011,10,91127,6464890,71,,,,
Malaysia,2011,15,89922,6409075,71,,,,
Malaysia,2011,20,89212,6375325,71,,,,
Malaysia,2011,25,88783,6355369,72,,,,
Malaysia,2011,30,87703,6304018,72,282064.0,241852.0,40213.0,180587.0
Malaysia,2011,50,83220,6074691,73,278762.0,226822.0,51939.0,179742.0
Malaysia,2011,75,66216,5106086,77,255639.0,173203.0,82436.0,170388.0
Malaysia,2011,0,82349,2952940,36,,,,
Malaysia,2011,10,29311,2832283,97,,,,
Malaysia,2011,15,28648,2794018,98,,,,
Malaysia,2011,20,28308,2774155,98,,,,
Malaysia,2011,25,28044,2760716,98,,,,
Malaysia,2011,30,27367,2719784,99,98894.0,148532.0,-49639.0,26261.0
Malaysia,2011,50,25598,2601968,102,95885.0,139687.0,-43803.0,26030.0
Malaysia,2011,75,19860,2078232,105,74585.0,115701.0,-41116.0,22943.0
Malaysia,2011,0,18561,1305240,70,,,,
Malaysia,2011,10,12815,1296696,101,,,,
Malaysia,2011,15,12666,1289220,102,,,,
Malaysia,2011,20,12590,1285179,102,,,,
Malaysia,2011,25,12530,1282039,102,,,,
Malaysia,2011,30,12334,1271675,103,30529.0,64616.0,-34087.0,38652.0
Malaysia,2011,50,11809,1239281,105,29842.0,61790.0,-31948.0,38389.0
Malaysia,2011,75,9695,1075360,111,25259.0,50683.0,-25424.0,34579.0
Malaysia,2011,0,23512,956817,41,,,,
Malaysia,2011,10,13975,941330,67,,,,
Malaysia,2011,15,13712,929589,68,,,,
Malaysia,2011,20,13560,922403,68,,,,
Malaysia,2011,25,13444,916975,68,,,,
Malaysia,2011,30,13170,903965,69,27920.0,35904.0,-7984.0,36282.0
Malaysia,2011,50,12010,844293,70,27242.0,33537.0,-6295.0,36064.0
Malaysia,2011,75,8298,631490,76,23684.0,26661.0,-2977.0,33043.0
Malaysia,2011,0,23707,652348,28,,,,
Malaysia,2011,10,8246,631724,77,,,,
Malaysia,2011,15,7953,617662,78,,,,
Malaysia,2011,20,7797,609862,78,,,,
Malaysia,2011,25,7664,603412,79,,,,
Malaysia,2011,30,7375,588989,80,19241.0,29958.0,-10716.0,14953.0
Malaysia,2011,50,6487,536837,83,18263.0,26261.0,-7998.0,14612.0
Malaysia,2011,75,4340,388094,89,13375.0,18982.0,-5606.0,11066.0
Malaysia,2011,0,27685,619387,22,,,,
Malaysia,2011,10,8513,569166,67,,,,
Malaysia,2011,15,8284,557774,67,,,,
Malaysia,2011,20,8162,551644,68,,,,
Malaysia,2011,25,8051,546169,68,,,,
Malaysia,2011,30,7834,535328,68,13681.0,21496.0,-7815.0,6384.0
Malaysia,2011,50,7077,494823,70,12857.0,17799.0,-4943.0,6143.0
Malaysia,2011,75,5377,396788,74,9815.0,10978.0,-1162.0,4892.0
Malaysia,2011,0,12157,720435,59,,,,
Malaysia,2011,10,6243,716624,115,,,,
Malaysia,2011,15,6159,712134,116,,,,
Malaysia,2011,20,6122,709995,116,,,,
Malaysia,2011,25,6085,708023,116,,,,
Malaysia,2011,30,5964,701206,118,9111.0,21087.0,-11977.0,3675.0
Malaysia,2011,50,5778,688257,119,8757.0,20045.0,-11289.0,3568.0
Malaysia,2011,75,5225,640037,123,7253.0,16944.0,-9691.0,2690.0
Malaysia,2011,0,6173,130052,21,,,,
Malaysia,2011,10,1720,127212,74,,,,
Malaysia,2011,15,1670,124934,75,,,,
Malaysia,2011,20,1644,123683,75,,,,
Malaysia,2011,25,1618,122523,76,,,,
Malaysia,2011,30,1583,120859,76,6730.0,11311.0,-4580.0,1702.0
Malaysia,2011,50,1395,109968,79,6109.0,10649.0,-4539.0,1680.0
Malaysia,2011,75,925,77700,84,4265.0,9158.0,-4893.0,1458.0
Malaysia,2011,0,167181,14936498,89,,,,
Malaysia,2011,10,152760,14887744,97,,,,
Malaysia,2011,15,151768,14842586,98,,,,
Malaysia,2011,20,151161,14812726,98,,,,
Malaysia,2011,25,150805,14795842,98,,,,
Malaysia,2011,30,149925,14752736,98,1230319.0,1380435.0,-150116.0,2555576.0
Malaysia,2011,50,145756,14549532,100,1216852.0,1346136.0,-129284.0,2552364.0
Malaysia,2011,75,130963,13683836,104,1144719.0,1227711.0,-82992.0,2502891.0
Malaysia,2011,0,820701,76323511,93,,,,
Malaysia,2011,10,716589,76154303,106,,,,
Malaysia,2011,15,713538,76011011,107,,,,
Malaysia,2011,20,710845,75878324,107,,,,
Malaysia,2011,25,709541,75814463,107,,,,
Malaysia,2011,30,706898,75680973,107,4778743.0,2370181.0,2408561.0,4372018.0
Malaysia,2011,50,694329,74979626,108,4751339.0,2319122.0,2432217.0,4367950.0
Malaysia,2011,75,639926,71188617,111,4567780.0,2105730.0,2462050.0,4325454.0
Malaysia,2011,0,313566,32760140,104,,,,
Malaysia,2011,10,269261,32672933,121,,,,
Malaysia,2011,15,267071,32551578,122,,,,
Malaysia,2011,20,265587,32465322,122,,,,
Malaysia,2011,25,264577,32405570,122,,,,
Malaysia,2011,30,262249,32260187,123,2729955.0,1399580.0,1330375.0,3176020.0
Malaysia,2011,50,254104,31748398,125,2687845.0,1332297.0,1355549.0,3163592.0
Malaysia,2011,75,222523,29093446,131,2424206.0,1071497.0,1352709.0,3056556.0
Malaysia,2011,0,757422,65873423,87,,,,
Malaysia,2011,10,677630,65696610,97,,,,
Malaysia,2011,15,674542,65566910,97,,,,
Malaysia,2011,20,671760,65439327,97,,,,
Malaysia,2011,25,670559,65384094,98,,,,
Malaysia,2011,30,666892,65216942,98,1234839.0,1298168.0,-63329.0,744145.0
Malaysia,2011,50,656986,64740949,99,1230703.0,1283610.0,-52908.0,743638.0
Malaysia,2011,75,596155,60996922,102,1198875.0,1210644.0,-11769.0,737083.0
Malaysia,2011,0,134011,14185830,106,,,,
Malaysia,2011,10,118269,14150434,120,,,,
Malaysia,2011,15,116907,14092578,121,,,,
Malaysia,2011,20,116219,14061388,121,,,,
Malaysia,2011,25,115602,14033934,121,,,,
Malaysia,2011,30,114604,13986591,122,764244.0,637061.0,127182.0,1258497.0
Malaysia,2011,50,109786,13730076,125,755386.0,604141.0,151245.0,1256348.0
Malaysia,2011,75,98718,12934425,131,715244.0,528299.0,186945.0,1239649.0
Malaysia,2011,0,36810,2979491,81,,,,
Malaysia,2011,10,25926,2967923,114,,,,
Malaysia,2011,15,25637,2955112,115,,,,
Malaysia,2011,20,25485,2948033,116,,,,
Malaysia,2011,25,25355,2942053,116,,,,
Malaysia,2011,30,25149,2932147,117,108413.0,128880.0,-20467.0,74543.0
Malaysia,2011,50,24223,2880808,119,105960.0,123552.0,-17592.0,73938.0
Malaysia,2011,75,22120,2728411,123,97646.0,111704.0,-14058.0,70786.0
Malaysia,2011,0,174445,19038138,109,,,,
Malaysia,2011,10,162256,19015259,117,,,,
Malaysia,2011,15,161534,18981667,118,,,,
Malaysia,2011,20,161153,18962610,118,,,,
Malaysia,2011,25,160930,18951324,118,,,,
Malaysia,2011,30,160232,18914892,118,1034437.0,881601.0,152836.0,1305211.0
Malaysia,2011,50,157999,18787977,119,1027180.0,863007.0,164172.0,1302316.0
Malaysia,2011,75,149142,18143205,122,983043.0,796848.0,186196.0,1281654.0
Malaysia,2011,0,46308,3435483,74,,,,
Malaysia,2011,10,40938,3415109,83,,,,
Malaysia,2011,15,40560,3398191,84,,,,
Malaysia,2011,20,40326,3386238,84,,,,
Malaysia,2011,25,40162,3379041,84,,,,
Malaysia,2011,30,39778,3358860,84,320350.0,450451.0,-130101.0,342599.0
Malaysia,2011,50,37957,3277086,86,314081.0,439567.0,-125486.0,341936.0
Malaysia,2011,75,32015,2964161,93,277681.0,402615.0,-124934.0,335598.0
Malaysia,2011,0,132220,10774805,81,,,,
Malaysia,2011,10,112878,10752206,95,,,,
Malaysia,2011,15,111765,10704208,96,,,,
Malaysia,2011,20,111038,10669841,96,,,,
Malaysia,2011,25,110612,10650623,96,,,,
Malaysia,2011,30,109702,10605322,97,912318.0,682192.0,230126.0,998008.0
Malaysia,2011,50,106228,10413283,98,898549.0,655085.0,243463.0,991547.0
Malaysia,2011,75,94382,9555962,101,822131.0,563173.0,258958.0,947828.0
Malaysia,2011,0,110140,10594325,96,,,,
Malaysia,2011,10,98961,10563953,107,,,,
Malaysia,2011,15,98469,10539889,107,,,,
Malaysia,2011,20,97956,10512038,107,,,,
Malaysia,2011,25,97712,10498600,107,,,,
Malaysia,2011,30,96970,10456603,108,88631.0,150672.0,-62041.0,69487.0
Malaysia,2011,50,95355,10364063,109,88345.0,149432.0,-61088.0,69174.0
Malaysia,2011,75,85419,9610090,113,86156.0,143344.0,-57188.0,68357.0
Malaysia,2011,0,647639,75130650,116,,,,
Malaysia,2011,10,607279,75028921,124,,,,
Malaysia,2011,15,605277,74935733,124,,,,
Malaysia,2011,20,603064,74816774,124,,,,
Malaysia,2011,25,602254,74773542,124,,,,
Malaysia,2011,30,599301,74617276,125,1139047.0,1273381.0,-134334.0,615200.0
Malaysia,2011,50,593307,74286746,125,1135426.0,1259568.0,-124142.0,614964.0
Malaysia,2011,75,556178,71595195,129,1104834.0,1199437.0,-94603.0,611558.0
