country,subnational1,year,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tree_cover_loss
Malaysia,Melaka,2004,10,165403,117339,113366,12986,1271
Malaysia,Melaka,2004,15,165403,115661,111868,12986,1270
Malaysia,Melaka,2004,20,165403,114475,110563,12986,1268
Malaysia,Melaka,2004,25,165403,113794,109490,12986,1267
Malaysia,Melaka,2004,30,165403,112675,108610,12986,1267
Malaysia,Melaka,2004,50,165403,106873,102385,12986,1252
Malaysia,Melaka,2004,75,165403,88815,85393,12986,1135
Malaysia,Negeri Sembilan,2004,0,666738,666738,666738,41198,9037
Malaysia,Negeri Sembilan,2004,10,666738,570930,543073,41198,8985
Malaysia,Negeri Sembilan,2004,15,666738,567096,538483,41198,8971
Malaysia,Negeri Sembilan,2004,20,666738,564138,534113,41198,8957
Malaysia,Negeri Sembilan,2004,25,666738,562530,530990,41198,8946
Malaysia,Negeri Sembilan,2004,30,666738,559821,527970,41198,8937
Malaysia,Negeri Sembilan,2004,50,666738,544976,505321,41198,8796
Malaysia,Negeri Sembilan,2004,75,666738,487265,440613,41198,7703
Malaysia,Pahang,2004,0,3585238,3585238,3585238,117174,45679
Malaysia,Pahang,2004,10,3585238,3327704,3244745,117174,45307
Malaysia,Pahang,2004,15,3585238,3316955,3230110,117174,45243
Malaysia,Pahang,2004,20,3585238,3308545,3218619,117174,45153
Malaysia,Pahang,2004,25,3585238,3303635,3209171,117174,45105
Malaysia,Pahang,2004,30,3585238,3295418,3199022,117174,45058
Malaysia,Pahang,2004,50,3585238,3249607,3131034,117174,44547
Malaysia,Pahang,2004,75,3585238,3063046,2947338,117174,41327
Malaysia,Perak,2004,0,2091110,2091110,2091110,67954,14739
Malaysia,Perak,2004,10,2091110,1795110,1776308,67954,14616
Malaysia,Perak,2004,15,2091110,1785066,1763207,67954,14593
Malaysia,Perak,2004,20,2091110,1778841,1758035,67954,14578
Malaysia,Perak,2004,25,2091110,1774699,1751155,67954,14562
Malaysia,Perak,2004,30,2091110,1766056,1743683,67954,14548
Malaysia,Perak,2004,50,2091110,1728918,1698520,67954,14365
Malaysia,Perak,2004,75,2091110,1603872,1580232,67954,13176
Malaysia,Perlis,2004,0,82349,82349,82349,4735,122
Malaysia,Perlis,2004,10,82349,29311,24721,4735,114
Malaysia,Perlis,2004,15,82349,28648,23978,4735,113
Malaysia,Perlis,2004,20,82349,28308,23514,4735,113
Malaysia,Perlis,2004,25,82349,28044,22859,4735,112
Malaysia,Perlis,2004,30,82349,27367,22511,4735,112
Malaysia,Perlis,2004,50,82349,25598,20250,4735,100
Malaysia,Perlis,2004,75,82349,19860,14962,4735,67
Malaysia,Pulau Pinang,2004,0,105622,105622,105622,2737,428
Malaysia,Pulau Pinang,2004,10,105622,49792,43594,2737,422
Malaysia,Pulau Pinang,2004,15,105622,48776,42218,2737,420
Malaysia,Pulau Pinang,2004,20,105622,48230,41972,2737,419
Malaysia,Pulau Pinang,2004,25,105622,47774,41502,2737,418
Malaysia,Pulau Pinang,2004,30,105622,46677,40796,2737,417
Malaysia,Pulau Pinang,2004,50,105622,43161,37158,2737,403
Malaysia,Pulau Pinang,2004,75,105622,32935,28750,2737,324
Malaysia,Putrajaya,2004,0,6173,6173,6173,890,54
Malaysia,Putrajaya,2004,10,6173,1720,1691,890,52
Malaysia,Putrajaya,2004,15,6173,1670,1598,890,51
Malaysia,Putrajaya,2004,20,6173,1644,1575,890,51
Malaysia,Putrajaya,2004,25,6173,1618,1536,890,51
Malaysia,Putrajaya,2004,30,6173,1583,1491,890,50
Malaysia,Putrajaya,2004,50,6173,1395,1277,890,47
Malaysia,Putrajaya,2004,75,6173,925,855,890,34
Malaysia,Sabah,2004,0,7372091,7372091,7372091,214875,87296
Malaysia,Sabah,2004,10,7372091,6769712,6755319,214875,86787
Malaysia,Sabah,2004,15,7372091,6742543,6722295,214875,86707
Malaysia,Sabah,2004,20,7372091,6721855,6708654,214875,86619
Malaysia,Sabah,2004,25,7372091,6710515,6690453,214875,86580
Malaysia,Sabah,2004,30,7372091,6684138,6667614,214875,86514
Malaysia,Sabah,2004,50,7372091,6585815,6540896,214875,85976
Malaysia,Sabah,2004,75,7372091,6165734,6208091,214875,82448
Malaysia,Sarawak,2004,0,12379545,12379545,12379545,302061,110116
Malaysia,Sarawak,2004,10,12379545,11727777,11403600,302061,109409
Malaysia,Sarawak,2004,15,12379545,11699536,11352588,302061,109315
Malaysia,Sarawak,2004,20,12379545,11680467,11331422,302061,109242
Malaysia,Sarawak,2004,25,12379545,11666586,11302209,302061,109191
Malaysia,Sarawak,2004,30,12379545,11643005,11270645,302061,109132
Malaysia,Sarawak,2004,50,12379545,11524585,11069143,302061,108413
Malaysia,Sarawak,2004,75,12379545,11067414,10588906,302061,104539
Malaysia,Selangor,2004,0,782443,782443,782443,39705,8492
Malaysia,Selangor,2004,10,782443,581303,545601,39705,8397
Malaysia,Selangor,2004,15,782443,575405,537255,39705,8379
Malaysia,Selangor,2004,20,782443,571761,534644,39705,8361
Malaysia,Selangor,2004,25,782443,568977,530200,39705,8343
Malaysia,Selangor,2004,30,782443,564558,526060,39705,8332
Malaysia,Selangor,2004,50,782443,543059,500951,39705,8140
Malaysia,Selangor,2004,75,782443,477581,440675,39705,6995
Malaysia,Trengganu,2004,0,1288895,1288895,1288895,29638,15812
Malaysia,Trengganu,2004,10,1288895,1123158,1092173,29638,15783
Malaysia,Trengganu,2004,15,1288895,1117368,1085746,29638,15774
Malaysia,Trengganu,2004,20,1288895,1113668,1081892,29638,15764
Malaysia,Trengganu,2004,25,1288895,1111102,1078290,29638,15761
Malaysia,Trengganu,2004,30,1288895,1106226,1073942,29638,15756
Malaysia,Trengganu,2004,50,1288895,1084795,1047974,29638,15678
Malaysia,Trengganu,2004,75,1288895,1007112,979724,29638,15113
Malaysia,Johor,2005,0,1911485,1911485,1911485,102272,44357
Malaysia,Johor,2005,10,1911485,1625635,1586884,102272,44160
Malaysia,Johor,2005,15,1911485,1614670,1573563,102272,44119
Malaysia,Johor,2005,20,1911485,1606540,1561875,102272,44066
Malaysia,Johor,2005,25,1911485,1601965,1552433,102272,44040
Malaysia,Johor,2005,30,1911485,1593783,1543602,102272,44009
Malaysia,Johor,2005,50,1911485,1551382,1482095,102272,43622
Malaysia,Johor,2005,75,1911485,1391685,1328110,102272,40769
Malaysia,Kedah,2005,0,951787,951787,951787,44640,7734
Malaysia,Kedah,2005,10,951787,693911,659969,44640,7641
Malaysia,Kedah,2005,15,951787,687911,653389,44640,7621
Malaysia,Kedah,2005,20,951787,683626,649573,44640,7591
Malaysia,Kedah,2005,25,951787,681331,643895,44640,7582
Malaysia,Kedah,2005,30,951787,676030,640752,44640,7569
Malaysia,Kedah,2005,50,951787,653738,617848,44640,7408
Malaysia,Kedah,2005,75,951787,581666,554988,44640,6095
Malaysia,Kelantan,2005,0,1513205,1513205,1513205,23028,12647
Malaysia,Kelantan,2005,10,1513205,1361094,1278726,23028,12575
Malaysia,Kelantan,2005,15,1513205,1355454,1271129,23028,12559
Malaysia,Kelantan,2005,20,1513205,1351764,1266493,23028,12543
Malaysia,Kelantan,2005,25,1513205,1349451,1261939,23028,12537
Malaysia,Kelantan,2005,30,1513205,1344075,1257078,23028,12530
Malaysia,Kelantan,2005,50,1513205,1325417,1229250,23028,12426
Malaysia,Kelantan,2005,75,1513205,1256211,1159120,23028,11813
Malaysia,Kuala Lumpur,2005,0,27198,27198,27198,863,89
Malaysia,Kuala Lumpur,2005,10,27198,6860,5199,863,85
Malaysia,Kuala Lumpur,2005,15,27198,5685,4642,863,83
Malaysia,Kuala Lumpur,2005,20,27198,5485,4556,863,83
Malaysia,Kuala Lumpur,2005,25,27198,5109,4403,863,82
Malaysia,Kuala Lumpur,2005,30,27198,4827,4100,863,82
Malaysia,Kuala Lumpur,2005,50,27198,3914,3071,863,72
Malaysia,Kuala Lumpur,2005,75,27198,2446,1492,863,41
Malaysia,Labuan,2005,0,9066,9066,9066,188,27
Malaysia,Labuan,2005,10,9066,4730,4401,188,27
Malaysia,Labuan,2005,15,9066,4599,4289,188,27
Malaysia,Labuan,2005,20,9066,4527,4270,188,27
Malaysia,Labuan,2005,25,9066,4480,4235,188,27
Malaysia,Labuan,2005,30,9066,4323,4163,188,27
Malaysia,Labuan,2005,50,9066,3926,3695,188,26
Malaysia,Labuan,2005,75,9066,3014,2883,188,24
Malaysia,Melaka,2005,0,165403,165403,165403,12986,3846
Malaysia,Melaka,2005,10,165403,117339,113366,12986,3829
Malaysia,Melaka,2005,15,165403,115661,111868,12986,3824
Malaysia,Melaka,2005,20,165403,114475,110563,12986,3816
Malaysia,Melaka,2005,25,165403,113794,109490,12986,3814
Malaysia,Melaka,2005,30,165403,112675,108610,12986,3810
Malaysia,Melaka,2005,50,165403,106873,102385,12986,3765
Malaysia,Melaka,2005,75,165403,88815,85393,12986,3394
Malaysia,Negeri Sembilan,2005,0,666738,666738,666738,41198,12835
Malaysia,Negeri Sembilan,2005,10,666738,570930,543073,41198,12779
Malaysia,Negeri Sembilan,2005,15,666738,567096,538483,41198,12761
Malaysia,Negeri Sembilan,2005,20,666738,564138,534113,41198,12737
Malaysia,Negeri Sembilan,2005,25,666738,562530,530990,41198,12731
Malaysia,Negeri Sembilan,2005,30,666738,559821,527970,41198,12717
Malaysia,Negeri Sembilan,2005,50,666738,544976,505321,41198,12538
Malaysia,Negeri Sembilan,2005,75,666738,487265,440613,41198,10961
Malaysia,Pahang,2005,0,3585238,3585238,3585238,117174,61792
Malaysia,Pahang,2005,10,3585238,3327704,3244745,117174,61594
Malaysia,Pahang,2005,15,3585238,3316955,3230110,117174,61542
Malaysia,Pahang,2005,20,3585238,3308545,3218619,117174,61484
Malaysia,Pahang,2005,25,3585238,3303635,3209171,117174,61459
Malaysia,Pahang,2005,30,3585238,3295418,3199022,117174,61430
Malaysia,Pahang,2005,50,3585238,3249607,3131034,117174,61010
Malaysia,Pahang,2005,75,3585238,3063046,2947338,117174,57559
Malaysia,Perak,2005,0,2091110,2091110,2091110,67954,19812
Malaysia,Perak,2005,10,2091110,1795110,1776308,67954,19704
Malaysia,Perak,2005,15,2091110,1785066,1763207,67954,19681
Malaysia,Perak,2005,20,2091110,1778841,1758035,67954,19662
Malaysia,Perak,2005,25,2091110,1774699,1751155,67954,19651
Malaysia,Perak,2005,30,2091110,1766056,1743683,67954,19635
Malaysia,Perak,2005,50,2091110,1728918,1698520,67954,19438
Malaysia,Perak,2005,75,2091110,1603872,1580232,67954,18037
Malaysia,Perlis,2005,0,82349,82349,82349,4735,245
Malaysia,Perlis,2005,10,82349,29311,24721,4735,230
Malaysia,Perlis,2005,15,82349,28648,23978,4735,228
Malaysia,Perlis,2005,20,82349,28308,23514,4735,225
Malaysia,Perlis,2005,25,82349,28044,22859,4735,224
Malaysia,Perlis,2005,30,82349,27367,22511,4735,223
Malaysia,Perlis,2005,50,82349,25598,20250,4735,203
Malaysia,Perlis,2005,75,82349,19860,14962,4735,122
Malaysia,Pulau Pinang,2005,0,105622,105622,105622,2737,527
Malaysia,Pulau Pinang,2005,10,105622,49792,43594,2737,519
Malaysia,Pulau Pinang,2005,15,105622,48776,42218,2737,517
Malaysia,Pulau Pinang,2005,20,105622,48230,41972,2737,516
Malaysia,Pulau Pinang,2005,25,105622,47774,41502,2737,516
Malaysia,Pulau Pinang,2005,30,105622,46677,40796,2737,515
Malaysia,Pulau Pinang,2005,50,105622,43161,37158,2737,502
Malaysia,Pulau Pinang,2005,75,105622,32935,28750,2737,419
Malaysia,Putrajaya,2005,0,6173,6173,6173,890,32
Malaysia,Putrajaya,2005,10,6173,1720,1691,890,32
Malaysia,Putrajaya,2005,15,6173,1670,1598,890,32
Malaysia,Putrajaya,2005,20,6173,1644,1575,890,32
Malaysia,Putrajaya,2005,25,6173,1618,1536,890,32
Malaysia,Putrajaya,2005,30,6173,1583,1491,890,32
Malaysia,Putrajaya,2005,50,6173,1395,1277,890,30
Malaysia,Putrajaya,2005,75,6173,925,855,890,23
Malaysia,Sabah,2005,0,7372091,7372091,7372091,214875,73199
Malaysia,Sabah,2005,10,7372091,6769712,6755319,214875,72860
Malaysia,Sabah,2005,15,7372091,6742543,6722295,214875,72810
Malaysia,Sabah,2005,20,7372091,6721855,6708654,214875,72758
Malaysia,Sabah,2005,25,7372091,6710515,6690453,214875,72731
Malaysia,Sabah,2005,30,7372091,6684138,6667614,214875,72687
Malaysia,Sabah,2005,50,7372091,6585815,6540896,214875,72305
Malaysia,Sabah,2005,75,7372091,6165734,6208091,214875,69683
Malaysia,Sarawak,2005,0,12379545,12379545,12379545,302061,122738
Malaysia,Sarawak,2005,10,12379545,11727777,11403600,302061,122197
Malaysia,Sarawak,2005,15,12379545,11699536,11352588,302061,122127
Malaysia,Sarawak,2005,20,12379545,11680467,11331422,302061,122063
Malaysia,Sarawak,2005,25,12379545,11666586,11302209,302061,122023
Malaysia,Sarawak,2005,30,12379545,11643005,11270645,302061,121973
Malaysia,Sarawak,2005,50,12379545,11524585,11069143,302061,121350
Malaysia,Sarawak,2005,75,12379545,11067414,10588906,302061,117751
Malaysia,Selangor,2005,0,782443,782443,782443,39705,8229
Malaysia,Selangor,2005,10,782443,581303,545601,39705,8180
Malaysia,Selangor,2005,15,782443,575405,537255,39705,8170
Malaysia,Selangor,2005,20,782443,571761,534644,39705,8158
Malaysia,Selangor,2005,25,782443,568977,530200,39705,8151
Malaysia,Selangor,2005,30,782443,564558,526060,39705,8143
Malaysia,Selangor,2005,50,782443,543059,500951,39705,8015
Malaysia,Selangor,2005,75,782443,477581,440675,39705,7227
Malaysia,Trengganu,2005,0,1288895,1288895,1288895,29638,10085
Malaysia,Trengganu,2005,10,1288895,1123158,1092173,29638,10061
Malaysia,Trengganu,2005,15,1288895,1117368,1085746,29638,10055
Malaysia,Trengganu,2005,20,1288895,1113668,1081892,29638,10048
Malaysia,Trengganu,2005,25,1288895,1111102,1078290,29638,10046
Malaysia,Trengganu,2005,30,1288895,1106226,1073942,29638,10041
Malaysia,Trengganu,2005,50,1288895,1084795,1047974,29638,9982
Malaysia,Trengganu,2005,75,1288895,1007112,979724,29638,9499
Malaysia,Johor,2006,0,1911485,1911485,1911485,102272,36674
Malaysia,Johor,2006,10,1911485,1625635,1586884,102272,36567
Malaysia,Johor,2006,15,1911485,1614670,1573563,102272,36547
Malaysia,Johor,2006,20,1911485,1606540,1561875,102272,36523
Malaysia,Johor,2006,25,1911485,1601965,1552433,102272,36513
Malaysia,Johor,2006,30,1911485,1593783,1543602,102272,36499
Malaysia,Johor,2006,50,1911485,1551382,1482095,102272,36295
Malaysia,Johor,2006,75,1911485,1391685,1328110,102272,34664
Malaysia,Kedah,2006,0,951787,951787,951787,44640,8267
Malaysia,Kedah,2006,10,951787,693911,659969,44640,8227
Malaysia,Kedah,2006,15,951787,687911,653389,44640,8218
Malaysia,Kedah,2006,20,951787,683626,649573,44640,8205
Malaysia,Kedah,2006,25,951787,681331,643895,44640,8201
Malaysia,Kedah,2006,30,951787,676030,640752,44640,8194
Malaysia,Kedah,2006,50,951787,653738,617848,44640,8102
Malaysia,Kedah,2006,75,951787,581666,554988,44640,6893
Malaysia,Kelantan,2006,0,1513205,1513205,1513205,23028,11473
Malaysia,Kelantan,2006,10,1513205,1361094,1278726,23028,11430
Malaysia,Kelantan,2006,15,1513205,1355454,1271129,23028,11423
Malaysia,Kelantan,2006,20,1513205,1351764,1266493,23028,11415
Malaysia,Kelantan,2006,25,1513205,1349451,1261939,23028,11413
Malaysia,Kelantan,2006,30,1513205,1344075,1257078,23028,11407
Malaysia,Kelantan,2006,50,1513205,1325417,1229250,23028,11348
Malaysia,Kelantan,2006,75,1513205,1256211,1159120,23028,10884
Malaysia,Kuala Lumpur,2006,0,27198,27198,27198,863,81
Malaysia,Kuala Lumpur,2006,10,27198,6860,5199,863,79
Malaysia,Kuala Lumpur,2006,15,27198,5685,4642,863,78
Malaysia,Kuala Lumpur,2006,20,27198,5485,4556,863,78
Malaysia,Kuala Lumpur,2006,25,27198,5109,4403,863,77
Malaysia,Kuala Lumpur,2006,30,27198,4827,4100,863,77
Malaysia,Kuala Lumpur,2006,50,27198,3914,3071,863,71
Malaysia,Kuala Lumpur,2006,75,27198,2446,1492,863,45
Malaysia,Labuan,2006,0,9066,9066,9066,188,23
Malaysia,Labuan,2006,10,9066,4730,4401,188,22
Malaysia,Labuan,2006,15,9066,4599,4289,188,22
Malaysia,Labuan,2006,20,9066,4527,4270,188,22
Malaysia,Labuan,2006,25,9066,4480,4235,188,22
Malaysia,Labuan,2006,30,9066,4323,4163,188,22
Malaysia,Labuan,2006,50,9066,3926,3695,188,22
Malaysia,Labuan,2006,75,9066,3014,2883,188,19
Malaysia,Melaka,2006,0,165403,165403,165403,12986,1810
Malaysia,Melaka,2006,10,165403,117339,113366,12986,1805
Malaysia,Melaka,2006,15,165403,115661,111868,12986,1804
Malaysia,Melaka,2006,20,165403,114475,110563,12986,1803
Malaysia,Melaka,2006,25,165403,113794,109490,12986,1803
Malaysia,Melaka,2006,30,165403,112675,108610,12986,1802
Malaysia,Melaka,2006,50,165403,106873,102385,12986,1789
Malaysia,Melaka,2006,75,165403,88815,85393,12986,1654
Malaysia,Negeri Sembilan,2006,0,666738,666738,666738,41198,7540
Malaysia,Negeri Sembilan,2006,10,666738,570930,543073,41198,7518
Malaysia,Negeri Sembilan,2006,15,666738,567096,538483,41198,7513
Malaysia,Negeri Sembilan,2006,20,666738,564138,534113,41198,7505
Malaysia,Negeri Sembilan,2006,25,666738,562530,530990,41198,7502
Malaysia,Negeri Sembilan,2006,30,666738,559821,527970,41198,7497
Malaysia,Negeri Sembilan,2006,50,666738,544976,505321,41198,7422
Malaysia,Negeri Sembilan,2006,75,666738,487265,440613,41198,6812
Malaysia,Pahang,2006,0,3585238,3585238,3585238,117174,45113
Malaysia,Pahang,2006,10,3585238,3327704,3244745,117174,45016
Malaysia,Pahang,2006,15,3585238,3316955,3230110,117174,44996
Malaysia,Pahang,2006,20,3585238,3308545,3218619,117174,44973
Malaysia,Pahang,2006,25,3585238,3303635,3209171,117174,44957
Malaysia,Pahang,2006,30,3585238,3295418,3199022,117174,44941
Malaysia,Pahang,2006,50,3585238,3249607,3131034,117174,44720
Malaysia,Pahang,2006,75,3585238,3063046,2947338,117174,43229
Malaysia,Perak,2006,0,2091110,2091110,2091110,67954,12189
Malaysia,Perak,2006,10,2091110,1795110,1776308,67954,12136
Malaysia,Perak,2006,15,2091110,1785066,1763207,67954,12125
Malaysia,Perak,2006,20,2091110,1778841,1758035,67954,12118
Malaysia,Perak,2006,25,2091110,1774699,1751155,67954,12114
Malaysia,Perak,2006,30,2091110,1766056,1743683,67954,12108
Malaysia,Perak,2006,50,2091110,1728918,1698520,67954,12013
Malaysia,Perak,2006,75,2091110,1603872,1580232,67954,11308
Malaysia,Perlis,2006,0,82349,82349,82349,4735,89
Malaysia,Perlis,2006,10,82349,29311,24721,4735,81
Malaysia,Perlis,2006,15,82349,28648,23978,4735,81
Malaysia,Perlis,2006,20,82349,28308,23514,4735,80
Malaysia,Perlis,2006,25,82349,28044,22859,4735,80
Malaysia,Perlis,2006,30,82349,27367,22511,4735,80
Malaysia,Perlis,2006,50,82349,25598,20250,4735,73
Malaysia,Perlis,2006,75,82349,19860,14962,4735,53
Malaysia,Pulau Pinang,2006,0,105622,105622,105622,2737,606
Malaysia,Pulau Pinang,2006,10,105622,49792,43594,2737,601
Malaysia,Pulau Pinang,2006,15,105622,48776,42218,2737,600
Malaysia,Pulau Pinang,2006,20,105622,48230,41972,2737,599
Malaysia,Pulau Pinang,2006,25,105622,47774,41502,2737,598
Malaysia,Pulau Pinang,2006,30,105622,46677,40796,2737,598
Malaysia,Pulau Pinang,2006,50,105622,43161,37158,2737,590
Malaysia,Pulau Pinang,2006,75,105622,32935,28750,2737,537
Malaysia,Putrajaya,2006,0,6173,6173,6173,890,5
Malaysia,Putrajaya,2006,10,6173,1720,1691,890,5
Malaysia,Putrajaya,2006,15,6173,1670,1598,890,5
Malaysia,Putrajaya,2006,20,6173,1644,1575,890,5
Malaysia,Putrajaya,2006,25,6173,1618,1536,890,5
Malaysia,Putrajaya,2006,30,6173,1583,1491,890,5
Malaysia,Putrajaya,2006,50,6173,1395,1277,890,5
Malaysia,Putrajaya,2006,75,6173,925,855,890,4
Malaysia,Sabah,2006,0,7372091,7372091,7372091,214875,81619
Malaysia,Sabah,2006,10,7372091,6769712,6755319,214875,81291
Malaysia,Sabah,2006,15,7372091,6742543,6722295,214875,81251
Malaysia,Sabah,2006,20,7372091,6721855,6708654,214875,81200
Malaysia,Sabah,2006,25,7372091,6710515,6690453,214875,81182
Malaysia,Sabah,2006,30,7372091,6684138,6667614,214875,81146
Malaysia,Sabah,2006,50,7372091,6585815,6540896,214875,80807
Malaysia,Sabah,2006,75,7372091,6165734,6208091,214875,78189
Malaysia,Sarawak,2006,0,12379545,12379545,12379545,302061,114667
Malaysia,Sarawak,2006,10,12379545,11727777,11403600,302061,114322
Malaysia,Sarawak,2006,15,12379545,11699536,11352588,302061,114274
Malaysia,Sarawak,2006,20,12379545,11680467,11331422,302061,114223
Malaysia,Sarawak,2006,25,12379545,11666586,11302209,302061,114201
Malaysia,Sarawak,2006,30,12379545,11643005,11270645,302061,114173
Malaysia,Sarawak,2006,50,12379545,11524585,11069143,302061,113771
Malaysia,Sarawak,2006,75,12379545,11067414,10588906,302061,111152
Malaysia,Selangor,2006,0,782443,782443,782443,39705,4800
Malaysia,Selangor,2006,10,782443,581303,545601,39705,4777
Malaysia,Selangor,2006,15,782443,575405,537255,39705,4773
Malaysia,Selangor,2006,20,782443,571761,534644,39705,4769
Malaysia,Selangor,2006,25,782443,568977,530200,39705,4766
Malaysia,Selangor,2006,30,782443,564558,526060,39705,4763
Malaysia,Selangor,2006,50,782443,543059,500951,39705,4707
Malaysia,Selangor,2006,75,782443,477581,440675,39705,4299
Malaysia,Trengganu,2006,0,1288895,1288895,1288895,29638,10621
Malaysia,Trengganu,2006,10,1288895,1123158,1092173,29638,10604
Malaysia,Trengganu,2006,15,1288895,1117368,1085746,29638,10598
Malaysia,Trengganu,2006,20,1288895,1113668,1081892,29638,10594
Malaysia,Trengganu,2006,25,1288895,1111102,1078290,29638,10592
Malaysia,Trengganu,2006,30,1288895,1106226,1073942,29638,10589
Malaysia,Trengganu,2006,50,1288895,1084795,1047974,29638,10546
Malaysia,Trengganu,2006,75,1288895,1007112,979724,29638,10146
Malaysia,Johor,2007,0,1911485,1911485,1911485,102272,39358
Malaysia,Johor,2007,10,1911485,1625635,1586884,102272,39255
Malaysia,Johor,2007,15,1911485,1614670,1573563,102272,39237
Malaysia,Johor,2007,20,1911485,1606540,1561875,102272,39216
Malaysia,Johor,2007,25,1911485,1601965,1552433,102272,39208
Malaysia,Johor,2007,30,1911485,1593783,1543602,102272,39197
Malaysia,Johor,2007,50,1911485,1551382,1482095,102272,39007
Malaysia,Johor,2007,75,1911485,1391685,1328110,102272,37469
Malaysia,Kedah,2007,0,951787,951787,951787,44640,6110
Malaysia,Kedah,2007,10,951787,693911,659969,44640,6087
Malaysia,Kedah,2007,15,951787,687911,653389,44640,6083
Malaysia,Kedah,2007,20,951787,683626,649573,44640,6076
Malaysia,Kedah,2007,25,951787,681331,643895,44640,6072
Malaysia,Kedah,2007,30,951787,676030,640752,44640,6069
Malaysia,Kedah,2007,50,951787,653738,617848,44640,6008
Malaysia,Kedah,2007,75,951787,581666,554988,44640,5408
Malaysia,Kelantan,2007,0,1513205,1513205,1513205,23028,25263
Malaysia,Kelantan,2007,10,1513205,1361094,1278726,23028,25179
Malaysia,Kelantan,2007,15,1513205,1355454,1271129,23028,25166
Malaysia,Kelantan,2007,20,1513205,1351764,1266493,23028,25150
Malaysia,Kelantan,2007,25,1513205,1349451,1261939,23028,25144
Malaysia,Kelantan,2007,30,1513205,1344075,1257078,23028,25135
Malaysia,Kelantan,2007,50,1513205,1325417,1229250,23028,25003
Malaysia,Kelantan,2007,75,1513205,1256211,1159120,23028,23949
Malaysia,Kuala Lumpur,2007,0,27198,27198,27198,863,59
Malaysia,Kuala Lumpur,2007,10,27198,6860,5199,863,58
Malaysia,Kuala Lumpur,2007,15,27198,5685,4642,863,58
Malaysia,Kuala Lumpur,2007,20,27198,5485,4556,863,57
Malaysia,Kuala Lumpur,2007,25,27198,5109,4403,863,57
Malaysia,Kuala Lumpur,2007,30,27198,4827,4100,863,57
Malaysia,Kuala Lumpur,2007,50,27198,3914,3071,863,52
Malaysia,Kuala Lumpur,2007,75,27198,2446,1492,863,34
Malaysia,Labuan,2007,0,9066,9066,9066,188,42
Malaysia,Labuan,2007,10,9066,4730,4401,188,41
Malaysia,Labuan,2007,15,9066,4599,4289,188,41
Malaysia,Labuan,2007,20,9066,4527,4270,188,41
Malaysia,Labuan,2007,25,9066,4480,4235,188,41
Malaysia,Labuan,2007,30,9066,4323,4163,188,41
Malaysia,Labuan,2007,50,9066,3926,3695,188,40
Malaysia,Labuan,2007,75,9066,3014,2883,188,36
Malaysia,Melaka,2007,0,165403,165403,165403,12986,3389
Malaysia,Melaka,2007,10,165403,117339,113366,12986,3377
Malaysia,Melaka,2007,15,165403,115661,111868,12986,3374
Malaysia,Melaka,2007,20,165403,114475,110563,12986,3370
Malaysia,Melaka,2007,25,165403,113794,109490,12986,3368
Malaysia,Melaka,2007,30,165403,112675,108610,12986,3366
Malaysia,Melaka,2007,50,165403,106873,102385,12986,3338
Malaysia,Melaka,2007,75,165403,88815,85393,12986,3120
Malaysia,Negeri Sembilan,2007,0,666738,666738,666738,41198,10209
Malaysia,Negeri Sembilan,2007,10,666738,570930,543073,41198,10185
Malaysia,Negeri Sembilan,2007,15,666738,567096,538483,41198,10181
Malaysia,Negeri Sembilan,2007,20,666738,564138,534113,41198,10176
Malaysia,Negeri Sembilan,2007,25,666738,562530,530990,41198,10174
Malaysia,Negeri Sembilan,2007,30,666738,559821,527970,41198,10171
Malaysia,Negeri Sembilan,2007,50,666738,544976,505321,41198,10104
Malaysia,Negeri Sembilan,2007,75,666738,487265,440613,41198,9463
Malaysia,Pahang,2007,0,3585238,3585238,3585238,117174,44128
Malaysia,Pahang,2007,10,3585238,3327704,3244745,117174,44053
Malaysia,Pahang,2007,15,3585238,3316955,3230110,117174,44037
Malaysia,Pahang,2007,20,3585238,3308545,3218619,117174,44018
Malaysia,Pahang,2007,25,3585238,3303635,3209171,117174,44010
Malaysia,Pahang,2007,30,3585238,3295418,3199022,117174,43997
Malaysia,Pahang,2007,50,3585238,3249607,3131034,117174,43837
Malaysia,Pahang,2007,75,3585238,3063046,2947338,117174,42468
Malaysia,Perak,2007,0,2091110,2091110,2091110,67954,20033
Malaysia,Perak,2007,10,2091110,1795110,1776308,67954,19963
Malaysia,Perak,2007,15,2091110,1785066,1763207,67954,19947
Malaysia,Perak,2007,20,2091110,1778841,1758035,67954,19936
Malaysia,Perak,2007,25,2091110,1774699,1751155,67954,19930
Malaysia,Perak,2007,30,2091110,1766056,1743683,67954,19921
Malaysia,Perak,2007,50,2091110,1728918,1698520,67954,19806
Malaysia,Perak,2007,75,2091110,1603872,1580232,67954,18614
Malaysia,Perlis,2007,0,82349,82349,82349,4735,91
Malaysia,Perlis,2007,10,82349,29311,24721,4735,86
Malaysia,Perlis,2007,15,82349,28648,23978,4735,85
Malaysia,Perlis,2007,20,82349,28308,23514,4735,84
Malaysia,Perlis,2007,25,82349,28044,22859,4735,83
Malaysia,Perlis,2007,30,82349,27367,22511,4735,83
Malaysia,Perlis,2007,50,82349,25598,20250,4735,77
Malaysia,Perlis,2007,75,82349,19860,14962,4735,57
Malaysia,Pulau Pinang,2007,0,105622,105622,105622,2737,339
