country,subnational1,year,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tree_cover_loss
Malaysia,Perak,2017,30,2091110,1766056,1743683,67954,30468
Malaysia,Perak,2017,50,2091110,1728918,1698520,67954,29839
Malaysia,Perak,2017,75,2091110,1603872,1580232,67954,26882
Malaysia,Perlis,2017,0,82349,82349,82349,4735,631
Malaysia,Perlis,2017,10,82349,29311,24721,4735,570
Malaysia,Perlis,2017,15,82349,28648,23978,4735,566
Malaysia,Perlis,2017,20,82349,28308,23514,4735,563
Malaysia,Perlis,2017,25,82349,28044,22859,4735,562
Malaysia,Perlis,2017,30,82349,27367,22511,4735,556
Malaysia,Perlis,2017,50,82349,25598,20250,4735,540
Malaysia,Perlis,2017,75,82349,19860,14962,4735,382
Malaysia,Pulau Pinang,2017,0,105622,105622,105622,2737,782
Malaysia,Pulau Pinang,2017,10,105622,49792,43594,2737,662
Malaysia,Pulau Pinang,2017,15,105622,48776,42218,2737,656
Malaysia,Pulau Pinang,2017,20,105622,48230,41972,2737,652
Malaysia,Pulau Pinang,2017,25,105622,47774,41502,2737,648
Malaysia,Pulau Pinang,2017,30,105622,46677,40796,2737,641
Malaysia,Pulau Pinang,2017,50,105622,43161,37158,2737,610
Malaysia,Pulau Pinang,2017,75,105622,32935,28750,2737,469
Malaysia,Putrajaya,2017,0,6173,6173,6173,890,71
Malaysia,Putrajaya,2017,10,6173,1720,1691,890,48
Malaysia,Putrajaya,2017,15,6173,1670,1598,890,48
Malaysia,Putrajaya,2017,20,6173,1644,1575,890,47
Malaysia,Putrajaya,2017,25,6173,1618,1536,890,47
Malaysia,Putrajaya,2017,30,6173,1583,1491,890,46
Malaysia,Putrajaya,2017,50,6173,1395,1277,890,41
Malaysia,Putrajaya,2017,75,6173,925,855,890,32
Malaysia,Sabah,2017,0,7372091,7372091,7372091,214875,94589
Malaysia,Sabah,2017,10,7372091,6769712,6755319,214875,89675
Malaysia,Sabah,2017,15,7372091,6742543,6722295,214875,89386
Malaysia,Sabah,2017,20,7372091,6721855,6708654,214875,89152
Malaysia,Sabah,2017,25,7372091,6710515,6690453,214875,89018
Malaysia,Sabah,2017,30,7372091,6684138,6667614,214875,88683
Malaysia,Sabah,2017,50,7372091,6585815,6540896,214875,87498
Malaysia,Sabah,2017,75,7372091,6165734,6208091,214875,80917
Malaysia,Sarawak,2017,0,12379545,12379545,12379545,302061,177587
Malaysia,Sarawak,2017,10,12379545,11727777,11403600,302061,166279
Malaysia,Sarawak,2017,15,12379545,11699536,11352588,302061,165765
Malaysia,Sarawak,2017,20,12379545,11680467,11331422,302061,165409
Malaysia,Sarawak,2017,25,12379545,11666586,11302209,302061,165157
Malaysia,Sarawak,2017,30,12379545,11643005,11270645,302061,164697
Malaysia,Sarawak,2017,50,12379545,11524585,11069143,302061,162481
Malaysia,Sarawak,2017,75,12379545,11067414,10588906,302061,152736
Malaysia,Selangor,2017,0,782443,782443,782443,39705,10755
Malaysia,Selangor,2017,10,782443,581303,545601,39705,9790
Malaysia,Selangor,2017,15,782443,575405,537255,39705,9722
Malaysia,Selangor,2017,20,782443,571761,534644,39705,9667
Malaysia,Selangor,2017,25,782443,568977,530200,39705,9634
Malaysia,Selangor,2017,30,782443,564558,526060,39705,9573
Malaysia,Selangor,2017,50,782443,543059,500951,39705,9235
Malaysia,Selangor,2017,75,782443,477581,440675,39705,7794
Malaysia,Trengganu,2017,0,1288895,1288895,1288895,29638,19637
Malaysia,Trengganu,2017,10,1288895,1123158,1092173,29638,18366
Malaysia,Trengganu,2017,15,1288895,1117368,1085746,29638,18290
Malaysia,Trengganu,2017,20,1288895,1113668,1081892,29638,18232
Malaysia,Trengganu,2017,25,1288895,1111102,1078290,29638,18196
Malaysia,Trengganu,2017,30,1288895,1106226,1073942,29638,18130
Malaysia,Trengganu,2017,50,1288895,1084795,1047974,29638,17796
Malaysia,Trengganu,2017,75,1288895,1007112,979724,29638,16142
Malaysia,Johor,2018,0,1911485,1911485,1911485,102272,36169
Malaysia,Johor,2018,10,1911485,1625635,1586884,102272,33207
Malaysia,Johor,2018,15,1911485,1614670,1573563,102272,33055
Malaysia,Johor,2018,20,1911485,1606540,1561875,102272,32927
Malaysia,Johor,2018,25,1911485,1601965,1552433,102272,32857
Malaysia,Johor,2018,30,1911485,1593783,1543602,102272,32737
Malaysia,Johor,2018,50,1911485,1551382,1482095,102272,32028
Malaysia,Johor,2018,75,1911485,1391685,1328110,102272,28857
Malaysia,Kedah,2018,0,951787,951787,951787,44640,16522
Malaysia,Kedah,2018,10,951787,693911,659969,44640,14309
Malaysia,Kedah,2018,15,951787,687911,653389,44640,14200
Malaysia,Kedah,2018,20,951787,683626,649573,44640,14102
Malaysia,Kedah,2018,25,951787,681331,643895,44640,14069
Malaysia,Kedah,2018,30,951787,676030,640752,44640,13979
Malaysia,Kedah,2018,50,951787,653738,617848,44640,13596
Malaysia,Kedah,2018,75,951787,581666,554988,44640,11809
Malaysia,Kelantan,2018,0,1513205,1513205,1513205,23028,24056
Malaysia,Kelantan,2018,10,1513205,1361094,1278726,23028,23584
Malaysia,Kelantan,2018,15,1513205,1355454,1271129,23028,23544
Malaysia,Kelantan,2018,20,1513205,1351764,1266493,23028,23522
Malaysia,Kelantan,2018,25,1513205,1349451,1261939,23028,23508
Malaysia,Kelantan,2018,30,1513205,1344075,1257078,23028,23473
Malaysia,Kelantan,2018,50,1513205,1325417,1229250,23028,23330
Malaysia,Kelantan,2018,75,1513205,1256211,1159120,23028,22445
Malaysia,Kuala Lumpur,2018,0,27198,27198,27198,863,99
Malaysia,Kuala Lumpur,2018,10,27198,6860,5199,863,68
Malaysia,Kuala Lumpur,2018,15,27198,5685,4642,863,65
Malaysia,Kuala Lumpur,2018,20,27198,5485,4556,863,64
Malaysia,Kuala Lumpur,2018,25,27198,5109,4403,863,63
Malaysia,Kuala Lumpur,2018,30,27198,4827,4100,863,62
Malaysia,Kuala Lumpur,2018,50,27198,3914,3071,863,57
Malaysia,Kuala Lumpur,2018,75,27198,2446,1492,863,43
Malaysia,Labuan,2018,0,9066,9066,9066,188,43
Malaysia,Labuan,2018,10,9066,4730,4401,188,31
Malaysia,Labuan,2018,15,9066,4599,4289,188,30
Malaysia,Labuan,2018,20,9066,4527,4270,188,29
Malaysia,Labuan,2018,25,9066,4480,4235,188,29
Malaysia,Labuan,2018,30,9066,4323,4163,188,28
Malaysia,Labuan,2018,50,9066,3926,3695,188,25
Malaysia,Labuan,2018,75,9066,3014,2883,188,19
Malaysia,Melaka,2018,0,165403,165403,165403,12986,4360
Malaysia,Melaka,2018,10,165403,117339,113366,12986,3995
Malaysia,Melaka,2018,15,165403,115661,111868,12986,3974
Malaysia,Melaka,2018,20,165403,114475,110563,12986,3958
Malaysia,Melaka,2018,25,165403,113794,109490,12986,3947
Malaysia,Melaka,2018,30,165403,112675,108610,12986,3933
Malaysia,Melaka,2018,50,165403,106873,102385,12986,3837
Malaysia,Melaka,2018,75,165403,88815,85393,12986,3358
Malaysia,Negeri Sembilan,2018,0,666738,666738,666738,41198,11891
Malaysia,Negeri Sembilan,2018,10,666738,570930,543073,41198,10739
Malaysia,Negeri Sembilan,2018,15,666738,567096,538483,41198,10674
Malaysia,Negeri Sembilan,2018,20,666738,564138,534113,41198,10616
Malaysia,Negeri Sembilan,2018,25,666738,562530,530990,41198,10586
Malaysia,Negeri Sembilan,2018,30,666738,559821,527970,41198,10539
Malaysia,Negeri Sembilan,2018,50,666738,544976,505321,41198,10276
Malaysia,Negeri Sembilan,2018,75,666738,487265,440613,41198,8962
Malaysia,Pahang,2018,0,3585238,3585238,3585238,117174,62748
Malaysia,Pahang,2018,10,3585238,3327704,3244745,117174,60331
Malaysia,Pahang,2018,15,3585238,3316955,3230110,117174,60190
Malaysia,Pahang,2018,20,3585238,3308545,3218619,117174,60062
Malaysia,Pahang,2018,25,3585238,3303635,3209171,117174,59996
Malaysia,Pahang,2018,30,3585238,3295418,3199022,117174,59871
Malaysia,Pahang,2018,50,3585238,3249607,3131034,117174,59141
Malaysia,Pahang,2018,75,3585238,3063046,2947338,117174,55245
Malaysia,Perak,2018,0,2091110,2091110,2091110,67954,25704
Malaysia,Perak,2018,10,2091110,1795110,1776308,67954,23355
Malaysia,Perak,2018,15,2091110,1785066,1763207,67954,23231
Malaysia,Perak,2018,20,2091110,1778841,1758035,67954,23131
Malaysia,Perak,2018,25,2091110,1774699,1751155,67954,23080
Malaysia,Perak,2018,30,2091110,1766056,1743683,67954,22953
Malaysia,Perak,2018,50,2091110,1728918,1698520,67954,22411
Malaysia,Perak,2018,75,2091110,1603872,1580232,67954,19874
Malaysia,Perlis,2018,0,82349,82349,82349,4735,450
Malaysia,Perlis,2018,10,82349,29311,24721,4735,405
Malaysia,Perlis,2018,15,82349,28648,23978,4735,401
Malaysia,Perlis,2018,20,82349,28308,23514,4735,399
Malaysia,Perlis,2018,25,82349,28044,22859,4735,398
Malaysia,Perlis,2018,30,82349,27367,22511,4735,394
Malaysia,Perlis,2018,50,82349,25598,20250,4735,379
Malaysia,Perlis,2018,75,82349,19860,14962,4735,275
Malaysia,Pulau Pinang,2018,0,105622,105622,105622,2737,587
Malaysia,Pulau Pinang,2018,10,105622,49792,43594,2737,475
Malaysia,Pulau Pinang,2018,15,105622,48776,42218,2737,469
Malaysia,Pulau Pinang,2018,20,105622,48230,41972,2737,465
Malaysia,Pulau Pinang,2018,25,105622,47774,41502,2737,463
Malaysia,Pulau Pinang,2018,30,105622,46677,40796,2737,457
Malaysia,Pulau Pinang,2018,50,105622,43161,37158,2737,430
Malaysia,Pulau Pinang,2018,75,105622,32935,28750,2737,333
Malaysia,Putrajaya,2018,0,6173,6173,6173,890,69
Malaysia,Putrajaya,2018,10,6173,1720,1691,890,43
Malaysia,Putrajaya,2018,15,6173,1670,1598,890,42
Malaysia,Putrajaya,2018,20,6173,1644,1575,890,42
Malaysia,Putrajaya,2018,25,6173,1618,1536,890,41
Malaysia,Putrajaya,2018,30,6173,1583,1491,890,40
Malaysia,Putrajaya,2018,50,6173,1395,1277,890,35
Malaysia,Putrajaya,2018,75,6173,925,855,890,19
Malaysia,Sabah,2018,0,7372091,7372091,7372091,214875,101178
Malaysia,Sabah,2018,10,7372091,6769712,6755319,214875,93925
Malaysia,Sabah,2018,15,7372091,6742543,6722295,214875,93580
Malaysia,Sabah,2018,20,7372091,6721855,6708654,214875,93296
Malaysia,Sabah,2018,25,7372091,6710515,6690453,214875,93137
Malaysia,Sabah,2018,30,7372091,6684138,6667614,214875,92683
Malaysia,Sabah,2018,50,7372091,6585815,6540896,214875,91385
Malaysia,Sabah,2018,75,7372091,6165734,6208091,214875,83116
Malaysia,Sarawak,2018,0,12379545,12379545,12379545,302061,162721
Malaysia,Sarawak,2018,10,12379545,11727777,11403600,302061,152891
Malaysia,Sarawak,2018,15,12379545,11699536,11352588,302061,152391
Malaysia,Sarawak,2018,20,12379545,11680467,11331422,302061,152053
Malaysia,Sarawak,2018,25,12379545,11666586,11302209,302061,151811
Malaysia,Sarawak,2018,30,12379545,11643005,11270645,302061,151383
Malaysia,Sarawak,2018,50,12379545,11524585,11069143,302061,149287
Malaysia,Sarawak,2018,75,12379545,11067414,10588906,302061,140396
Malaysia,Selangor,2018,0,782443,782443,782443,39705,10365
Malaysia,Selangor,2018,10,782443,581303,545601,39705,9228
Malaysia,Selangor,2018,15,782443,575405,537255,39705,9167
Malaysia,Selangor,2018,20,782443,571761,534644,39705,9123
Malaysia,Selangor,2018,25,782443,568977,530200,39705,9094
Malaysia,Selangor,2018,30,782443,564558,526060,39705,9036
Malaysia,Selangor,2018,50,782443,543059,500951,39705,8767
Malaysia,Selangor,2018,75,782443,477581,440675,39705,7489
Malaysia,Trengganu,2018,0,1288895,1288895,1288895,29638,17524
Malaysia,Trengganu,2018,10,1288895,1123158,1092173,29638,16626
Malaysia,Trengganu,2018,15,1288895,1117368,1085746,29638,16559
Malaysia,Trengganu,2018,20,1288895,1113668,1081892,29638,16511
Malaysia,Trengganu,2018,25,1288895,1111102,1078290,29638,16482
Malaysia,Trengganu,2018,30,1288895,1106226,1073942,29638,16415
Malaysia,Trengganu,2018,50,1288895,1084795,1047974,29638,16106
Malaysia,Trengganu,2018,75,1288895,1007112,979724,29638,14347
Malaysia,Johor,2019,0,1911485,1911485,1911485,102272,34891
Malaysia,Johor,2019,10,1911485,1625635,1586884,102272,30975
Malaysia,Johor,2019,15,1911485,1614670,1573563,102272,30783
Malaysia,Johor,2019,20,1911485,1606540,1561875,102272,30624
Malaysia,Johor,2019,25,1911485,1601965,1552433,102272,30554
Malaysia,Johor,2019,30,1911485,1593783,1543602,102272,30412
Malaysia,Johor,2019,50,1911485,1551382,1482095,102272,29637
Malaysia,Johor,2019,75,1911485,1391685,1328110,102272,26242
Malaysia,Kedah,2019,0,951787,951787,951787,44640,13924
Malaysia,Kedah,2019,10,951787,693911,659969,44640,12061
Malaysia,Kedah,2019,15,951787,687911,653389,44640,11949
Malaysia,Kedah,2019,20,951787,683626,649573,44640,11855
Malaysia,Kedah,2019,25,951787,681331,643895,44640,11819
Malaysia,Kedah,2019,30,951787,676030,640752,44640,11720
Malaysia,Kedah,2019,50,951787,653738,617848,44640,11289
Malaysia,Kedah,2019,75,951787,581666,554988,44640,9476
Malaysia,Kelantan,2019,0,1513205,1513205,1513205,23028,28088
Malaysia,Kelantan,2019,10,1513205,1361094,1278726,23028,27132
Malaysia,Kelantan,2019,15,1513205,1355454,1271129,23028,27075
Malaysia,Kelantan,2019,20,1513205,1351764,1266493,23028,27036
Malaysia,Kelantan,2019,25,1513205,1349451,1261939,23028,27017
Malaysia,Kelantan,2019,30,1513205,1344075,1257078,23028,26952
Malaysia,Kelantan,2019,50,1513205,1325417,1229250,23028,26731
Malaysia,Kelantan,2019,75,1513205,1256211,1159120,23028,25464
Malaysia,Kuala Lumpur,2019,0,27198,27198,27198,863,49
Malaysia,Kuala Lumpur,2019,10,27198,6860,5199,863,30
Malaysia,Kuala Lumpur,2019,15,27198,5685,4642,863,30
Malaysia,Kuala Lumpur,2019,20,27198,5485,4556,863,30
Malaysia,Kuala Lumpur,2019,25,27198,5109,4403,863,30
Malaysia,Kuala Lumpur,2019,30,27198,4827,4100,863,29
Malaysia,Kuala Lumpur,2019,50,27198,3914,3071,863,26
Malaysia,Kuala Lumpur,2019,75,27198,2446,1492,863,18
Malaysia,Labuan,2019,0,9066,9066,9066,188,36
Malaysia,Labuan,2019,10,9066,4730,4401,188,25
Malaysia,Labuan,2019,15,9066,4599,4289,188,24
Malaysia,Labuan,2019,20,9066,4527,4270,188,23
Malaysia,Labuan,2019,25,9066,4480,4235,188,23
Malaysia,Labuan,2019,30,9066,4323,4163,188,22
Malaysia,Labuan,2019,50,9066,3926,3695,188,18
Malaysia,Labuan,2019,75,9066,3014,2883,188,9
Malaysia,Melaka,2019,0,165403,165403,165403,12986,4385
Malaysia,Melaka,2019,10,165403,117339,113366,12986,3901
Malaysia,Melaka,2019,15,165403,115661,111868,12986,3870
Malaysia,Melaka,2019,20,165403,114475,110563,12986,3845
Malaysia,Melaka,2019,25,165403,113794,109490,12986,3834
Malaysia,Melaka,2019,30,165403,112675,108610,12986,3817
Malaysia,Melaka,2019,50,165403,106873,102385,12986,3708
Malaysia,Melaka,2019,75,165403,88815,85393,12986,3139
Malaysia,Negeri Sembilan,2019,0,666738,666738,666738,41198,11619
Malaysia,Negeri Sembilan,2019,10,666738,570930,543073,41198,9906
Malaysia,Negeri Sembilan,2019,15,666738,567096,538483,41198,9838
Malaysia,Negeri Sembilan,2019,20,666738,564138,534113,41198,9759
Malaysia,Negeri Sembilan,2019,25,666738,562530,530990,41198,9729
Malaysia,Negeri Sembilan,2019,30,666738,559821,527970,41198,9672
Malaysia,Negeri Sembilan,2019,50,666738,544976,505321,41198,9391
Malaysia,Negeri Sembilan,2019,75,666738,487265,440613,41198,7952
Malaysia,Pahang,2019,0,3585238,3585238,3585238,117174,59680
Malaysia,Pahang,2019,10,3585238,3327704,3244745,117174,57164
Malaysia,Pahang,2019,15,3585238,3316955,3230110,117174,57010
Malaysia,Pahang,2019,20,3585238,3308545,3218619,117174,56886
Malaysia,Pahang,2019,25,3585238,3303635,3209171,117174,56807
Malaysia,Pahang,2019,30,3585238,3295418,3199022,117174,56671
Malaysia,Pahang,2019,50,3585238,3249607,3131034,117174,55916
Malaysia,Pahang,2019,75,3585238,3063046,2947338,117174,52015
Malaysia,Perak,2019,0,2091110,2091110,2091110,67954,25299
Malaysia,Perak,2019,10,2091110,1795110,1776308,67954,22799
Malaysia,Perak,2019,15,2091110,1785066,1763207,67954,22674
Malaysia,Perak,2019,20,2091110,1778841,1758035,67954,22585
Malaysia,Perak,2019,25,2091110,1774699,1751155,67954,22529
Malaysia,Perak,2019,30,2091110,1766056,1743683,67954,22414
Malaysia,Perak,2019,50,2091110,1728918,1698520,67954,21876
Malaysia,Perak,2019,75,2091110,1603872,1580232,67954,19144
Malaysia,Perlis,2019,0,82349,82349,82349,4735,1231
Malaysia,Perlis,2019,10,82349,29311,24721,4735,1163
Malaysia,Perlis,2019,15,82349,28648,23978,4735,1158
Malaysia,Perlis,2019,20,82349,28308,23514,4735,1156
Malaysia,Perlis,2019,25,82349,28044,22859,4735,1156
Malaysia,Perlis,2019,30,82349,27367,22511,4735,1151
Malaysia,Perlis,2019,50,82349,25598,20250,4735,1137
Malaysia,Perlis,2019,75,82349,19860,14962,4735,944
Malaysia,Pulau Pinang,2019,0,105622,105622,105622,2737,595
Malaysia,Pulau Pinang,2019,10,105622,49792,43594,2737,483
Malaysia,Pulau Pinang,2019,15,105622,48776,42218,2737,477
Malaysia,Pulau Pinang,2019,20,105622,48230,41972,2737,472
Malaysia,Pulau Pinang,2019,25,105622,47774,41502,2737,469
Malaysia,Pulau Pinang,2019,30,105622,46677,40796,2737,463
Malaysia,Pulau Pinang,2019,50,105622,43161,37158,2737,435
Malaysia,Pulau Pinang,2019,75,105622,32935,28750,2737,323
Malaysia,Putrajaya,2019,0,6173,6173,6173,890,72
Malaysia,Putrajaya,2019,10,6173,1720,1691,890,56
Malaysia,Putrajaya,2019,15,6173,1670,1598,890,56
Malaysia,Putrajaya,2019,20,6173,1644,1575,890,56
Malaysia,Putrajaya,2019,25,6173,1618,1536,890,55
Malaysia,Putrajaya,2019,30,6173,1583,1491,890,55
Malaysia,Putrajaya,2019,50,6173,1395,1277,890,50
Malaysia,Putrajaya,2019,75,6173,925,855,890,36
Malaysia,Sabah,2019,0,7372091,7372091,7372091,214875,101732
Malaysia,Sabah,2019,10,7372091,6769712,6755319,214875,92086
Malaysia,Sabah,2019,15,7372091,6742543,6722295,214875,91666
Malaysia,Sabah,2019,20,7372091,6721855,6708654,214875,91292
Malaysia,Sabah,2019,25,7372091,6710515,6690453,214875,91096
Malaysia,Sabah,2019,30,7372091,6684138,6667614,214875,90575
Malaysia,Sabah,2019,50,7372091,6585815,6540896,214875,88960
Malaysia,Sabah,2019,75,7372091,6165734,6208091,214875,78748
Malaysia,Sarawak,2019,0,12379545,12379545,12379545,302061,128771
Malaysia,Sarawak,2019,10,12379545,11727777,11403600,302061,119671
Malaysia,Sarawak,2019,15,12379545,11699536,11352588,302061,119265
Malaysia,Sarawak,2019,20,12379545,11680467,11331422,302061,118972
Malaysia,Sarawak,2019,25,12379545,11666586,11302209,302061,118769
Malaysia,Sarawak,2019,30,12379545,11643005,11270645,302061,118414
Malaysia,Sarawak,2019,50,12379545,11524585,11069143,302061,116805
Malaysia,Sarawak,2019,75,12379545,11067414,10588906,302061,109219
Malaysia,Selangor,2019,0,782443,782443,782443,39705,10210
Malaysia,Selangor,2019,10,782443,581303,545601,39705,8851
Malaysia,Selangor,2019,15,782443,575405,537255,39705,8775
Malaysia,Selangor,2019,20,782443,571761,534644,39705,8717
Malaysia,Selangor,2019,25,782443,568977,530200,39705,8676
Malaysia,Selangor,2019,30,782443,564558,526060,39705,8604
Malaysia,Selangor,2019,50,782443,543059,500951,39705,8258
Malaysia,Selangor,2019,75,782443,477581,440675,39705,6759
Malaysia,Trengganu,2019,0,1288895,1288895,1288895,29638,15558
Malaysia,Trengganu,2019,10,1288895,1123158,1092173,29638,14591
Malaysia,Trengganu,2019,15,1288895,1117368,1085746,29638,14529
Malaysia,Trengganu,2019,20,1288895,1113668,1081892,29638,14489
Malaysia,Trengganu,2019,25,1288895,1111102,1078290,29638,14462
Malaysia,Trengganu,2019,30,1288895,1106226,1073942,29638,14396
Malaysia,Trengganu,2019,50,1288895,1084795,1047974,29638,14106
Malaysia,Trengganu,2019,75,1288895,1007112,979724,29638,12416
Malaysia,Johor,2020,0,1911485,1911485,1911485,102272,26646
Malaysia,Johor,2020,10,1911485,1625635,1586884,102272,23079
Malaysia,Johor,2020,15,1911485,1614670,1573563,102272,22914
Malaysia,Johor,2020,20,1911485,1606540,1561875,102272,22782
Malaysia,Johor,2020,25,1911485,1601965,1552433,102272,22711
Malaysia,Johor,2020,30,1911485,1593783,1543602,102272,22595
Malaysia,Johor,2020,50,1911485,1551382,1482095,102272,21991
Malaysia,Johor,2020,75,1911485,1391685,1328110,102272,19175
Malaysia,Kedah,2020,0,951787,951787,951787,44640,11505
Malaysia,Kedah,2020,10,951787,693911,659969,44640,9063
Malaysia,Kedah,2020,15,951787,687911,653389,44640,8952
Malaysia,Kedah,2020,20,951787,683626,649573,44640,8860
Malaysia,Kedah,2020,25,951787,681331,643895,44640,8823
Malaysia,Kedah,2020,30,951787,676030,640752,44640,8725
Malaysia,Kedah,2020,50,951787,653738,617848,44640,8295
Malaysia,Kedah,2020,75,951787,581666,554988,44640,6820
Malaysia,Kelantan,2020,0,1513205,1513205,1513205,23028,16407
Malaysia,Kelantan,2020,10,1513205,1361094,1278726,23028,15859
Malaysia,Kelantan,2020,15,1513205,1355454,1271129,23028,15821
Malaysia,Kelantan,2020,20,1513205,1351764,1266493,23028,15796
Malaysia,Kelantan,2020,25,1513205,1349451,1261939,23028,15783
Malaysia,Kelantan,2020,30,1513205,1344075,1257078,23028,15748
Malaysia,Kelantan,2020,50,1513205,1325417,1229250,23028,15604
Malaysia,Kelantan,2020,75,1513205,1256211,1159120,23028,14749
Malaysia,Kuala Lumpur,2020,0,27198,27198,27198,863,23
Malaysia,Kuala Lumpur,2020,10,27198,6860,5199,863,12
Malaysia,Kuala Lumpur,2020,15,27198,5685,4642,863,12
Malaysia,Kuala Lumpur,2020,20,27198,5485,4556,863,12
Malaysia,Kuala Lumpur,2020,25,27198,5109,4403,863,12
Malaysia,Kuala Lumpur,2020,30,27198,4827,4100,863,11
Malaysia,Kuala Lumpur,2020,50,27198,3914,3071,863,10
Malaysia,Kuala Lumpur,2020,75,27198,2446,1492,863,6
Malaysia,Labuan,2020,0,9066,9066,9066,188,55
Malaysia,Labuan,2020,10,9066,4730,4401,188,38
Malaysia,Labuan,2020,15,9066,4599,4289,188,37
Malaysia,Labuan,2020,20,9066,4527,4270,188,36
Malaysia,Labuan,2020,25,9066,4480,4235,188,35
Malaysia,Labuan,2020,30,9066,4323,4163,188,33
Malaysia,Labuan,2020,50,9066,3926,3695,188,30
Malaysia,Labuan,2020,75,9066,3014,2883,188,19
Malaysia,Melaka,2020,0,165403,165403,165403,12986,3303
Malaysia,Melaka,2020,10,165403,117339,113366,12986,2879
Malaysia,Melaka,2020,15,165403,115661,111868,12986,2855
Malaysia,Melaka,2020,20,165403,114475,110563,12986,2835
Malaysia,Melaka,2020,25,165403,113794,109490,12986,2827
Malaysia,Melaka,2020,30,165403,112675,108610,12986,2812
Malaysia,Melaka,2020,50,165403,106873,102385,12986,2724
Malaysia,Melaka,2020,75,165403,88815,85393,12986,2330
Malaysia,Negeri Sembilan,2020,0,666738,666738,666738,41198,8243
Malaysia,Negeri Sembilan,2020,10,666738,570930,543073,41198,6709
Malaysia,Negeri Sembilan,2020,15,666738,567096,538483,41198,6643
Malaysia,Negeri Sembilan,2020,20,666738,564138,534113,41198,6583
Malaysia,Negeri Sembilan,2020,25,666738,562530,530990,41198,6552
Malaysia,Negeri Sembilan,2020,30,666738,559821,527970,41198,6491
Malaysia,Negeri Sembilan,2020,50,666738,544976,505321,41198,6226
Malaysia,Negeri Sembilan,2020,75,666738,487265,440613,41198,5054
Malaysia,Pahang,2020,0,3585238,3585238,3585238,117174,44640
Malaysia,Pahang,2020,10,3585238,3327704,3244745,117174,41398
Malaysia,Pahang,2020,15,3585238,3316955,3230110,117174,41248
Malaysia,Pahang,2020,20,3585238,3308545,3218619,117174,41123
Malaysia,Pahang,2020,25,3585238,3303635,3209171,117174,41056
Malaysia,Pahang,2020,30,3585238,3295418,3199022,117174,40948
Malaysia,Pahang,2020,50,3585238,3249607,3131034,117174,40328
Malaysia,Pahang,2020,75,3585238,3063046,2947338,117174,37245
Malaysia,Perak,2020,0,2091110,2091110,2091110,67954,18457
Malaysia,Perak,2020,10,2091110,1795110,1776308,67954,16026
Malaysia,Perak,2020,15,2091110,1785066,1763207,67954,15918
Malaysia,Perak,2020,20,2091110,1778841,1758035,67954,15831
Malaysia,Perak,2020,25,2091110,1774699,1751155,67954,15786
Malaysia,Perak,2020,30,2091110,1766056,1743683,67954,15675
Malaysia,Perak,2020,50,2091110,1728918,1698520,67954,15203
Malaysia,Perak,2020,75,2091110,1603872,1580232,67954,13162
Malaysia,Perlis,2020,0,82349,82349,82349,4735,864
Malaysia,Perlis,2020,10,82349,29311,24721,4735,727
Malaysia,Perlis,2020,15,82349,28648,23978,4735,721
Malaysia,Perlis,2020,20,82349,28308,23514,4735,717
Malaysia,Perlis,2020,25,82349,28044,22859,4735,715
Malaysia,Perlis,2020,30,82349,27367,22511,4735,704
Malaysia,Perlis,2020,50,82349,25598,20250,4735,681
Malaysia,Perlis,2020,75,82349,19860,14962,4735,499
Malaysia,Pulau Pinang,2020,0,105622,105622,105622,2737,558
Malaysia,Pulau Pinang,2020,10,105622,49792,43594,2737,466
Malaysia,Pulau Pinang,2020,15,105622,48776,42218,2737,461
Malaysia,Pulau Pinang,2020,20,105622,48230,41972,2737,458
Malaysia,Pulau Pinang,2020,25,105622,47774,41502,2737,456
Malaysia,Pulau Pinang,2020,30,105622,46677,40796,2737,450
Malaysia,Pulau Pinang,2020,50,105622,43161,37158,2737,428
Malaysia,Pulau Pinang,2020,75,105622,32935,28750,2737,332
Malaysia,Putrajaya,2020,0,6173,6173,6173,890,42
Malaysia,Putrajaya,2020,10,6173,1720,1691,890,25
Malaysia,Putrajaya,2020,15,6173,1670,1598,890,25
Malaysia,Putrajaya,2020,20,6173,1644,1575,890,25
Malaysia,Putrajaya,2020,25,6173,1618,1536,890,25
Malaysia,Putrajaya,2020,30,6173,1583,1491,890,24
Malaysia,Putrajaya,2020,50,6173,1395,1277,890,22
Malaysia,Putrajaya,2020,75,6173,925,855,890,15
Malaysia,Sabah,2020,0,7372091,7372091,7372091,214875,79844
Malaysia,Sabah,2020,10,7372091,6769712,6755319,214875,69690
Malaysia,Sabah,2020,15,7372091,6742543,6722295,214875,69277
Malaysia,Sabah,2020,20,7372091,6721855,6708654,214875,68884
Malaysia,Sabah,2020,25,7372091,6710515,6690453,214875,68705
Malaysia,Sabah,2020,30,7372091,6684138,6667614,214875,68260
Malaysia,Sabah,2020,50,7372091,6585815,6540896,214875,66797
Malaysia,Sabah,2020,75,7372091,6165734,6208091,214875,57860
Malaysia,Sarawak,2020,0,12379545,12379545,12379545,302061,82824
Malaysia,Sarawak,2020,10,12379545,11727777,11403600,302061,73452
Malaysia,Sarawak,2020,15,12379545,11699536,11352588,302061,73128
Malaysia,Sarawak,2020,20,12379545,11680467,11331422,302061,72815
Malaysia,Sarawak,2020,25,12379545,11666586,11302209,302061,72645
