country,subnational1,subnational2,year,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tree_cover_loss
Malaysia,Pahang,Raub,2018,25,228817,218087,212265,4647,3616
Malaysia,Pahang,Raub,2018,30,228817,217605,211793,4647,3604
Malaysia,Pahang,Raub,2018,50,228817,215033,208297,4647,3550
Malaysia,Pahang,Raub,2018,75,228817,203957,197789,4647,3270
Malaysia,Pahang,Rompin,2018,0,507197,507197,507197,19082,9406
Malaysia,Pahang,Rompin,2018,10,507197,469377,423524,19082,9071
Malaysia,Pahang,Rompin,2018,15,507197,467741,420314,19082,9054
Malaysia,Pahang,Rompin,2018,20,507197,466459,417395,19082,9036
Malaysia,Pahang,Rompin,2018,25,507197,465685,415467,19082,9026
Malaysia,Pahang,Rompin,2018,30,507197,464503,413310,19082,9007
Malaysia,Pahang,Rompin,2018,50,507197,458213,398632,19082,8920
Malaysia,Pahang,Rompin,2018,75,507197,436225,365397,19082,8444
Malaysia,Pahang,Temerloh,2018,0,227604,227604,227604,10640,3816
Malaysia,Pahang,Temerloh,2018,10,227604,206322,202773,10640,3605
Malaysia,Pahang,Temerloh,2018,15,227604,205465,201813,10640,3590
Malaysia,Pahang,Temerloh,2018,20,227604,204764,201005,10640,3578
Malaysia,Pahang,Temerloh,2018,25,227604,204387,200367,10640,3572
Malaysia,Pahang,Temerloh,2018,30,227604,203724,199646,10640,3558
Malaysia,Pahang,Temerloh,2018,50,227604,199898,194789,10640,3492
Malaysia,Pahang,Temerloh,2018,75,227604,181179,179971,10640,3112
Malaysia,Perak,Batang Padang,2018,0,274728,274728,274728,10882,3440
Malaysia,Perak,Batang Padang,2018,10,274728,243617,236641,10882,3191
Malaysia,Perak,Batang Padang,2018,15,274728,242317,235167,10882,3178
Malaysia,Perak,Batang Padang,2018,20,274728,241543,234407,10882,3169
Malaysia,Perak,Batang Padang,2018,25,274728,240954,233577,10882,3163
Malaysia,Perak,Batang Padang,2018,30,274728,239889,232733,10882,3150
Malaysia,Perak,Batang Padang,2018,50,274728,235664,227638,10882,3108
Malaysia,Perak,Batang Padang,2018,75,274728,221173,215337,10882,2860
Malaysia,Perak,Hilir Perak,2018,0,178644,178644,178644,11560,4599
Malaysia,Perak,Hilir Perak,2018,10,178644,133294,133222,11560,4189
Malaysia,Perak,Hilir Perak,2018,15,178644,131863,130714,11560,4169
Malaysia,Perak,Hilir Perak,2018,20,178644,130741,129912,11560,4146
Malaysia,Perak,Hilir Perak,2018,25,178644,130032,128896,11560,4135
Malaysia,Perak,Hilir Perak,2018,30,178644,128350,127482,11560,4102
Malaysia,Perak,Hilir Perak,2018,50,178644,120822,118704,11560,3961
Malaysia,Perak,Hilir Perak,2018,75,178644,92122,94068,11560,3147
Malaysia,Perak,Hulu Perak,2018,0,658082,658082,658082,3421,4194
Malaysia,Perak,Hulu Perak,2018,10,658082,629313,620967,3421,4100
Malaysia,Perak,Hulu Perak,2018,15,658082,628668,619848,3421,4093
Malaysia,Perak,Hulu Perak,2018,20,658082,628267,619201,3421,4087
Malaysia,Perak,Hulu Perak,2018,25,658082,628027,618390,3421,4085
Malaysia,Perak,Hulu Perak,2018,30,658082,627481,617663,3421,4080
Malaysia,Perak,Hulu Perak,2018,50,658082,625001,612987,3421,4047
Malaysia,Perak,Hulu Perak,2018,75,658082,615624,597149,3421,3885
Malaysia,Perak,Kampar,2018,0,73305,73305,73305,1768,759
Malaysia,Perak,Kampar,2018,10,73305,69505,68129,1768,733
Malaysia,Perak,Kampar,2018,15,73305,69284,67802,1768,731
Malaysia,Perak,Kampar,2018,20,73305,69136,67591,1768,729
Malaysia,Perak,Kampar,2018,25,73305,69027,67357,1768,728
Malaysia,Perak,Kampar,2018,30,73305,68853,67126,1768,728
Malaysia,Perak,Kampar,2018,50,73305,67779,65543,1768,718
Malaysia,Perak,Kampar,2018,75,73305,64117,61327,1768,670
Malaysia,Perak,Kerian,2018,0,93069,93069,93069,4233,977
Malaysia,Perak,Kerian,2018,10,93069,57574,58361,4233,832
Malaysia,Perak,Kerian,2018,15,93069,56652,56935,4233,826
Malaysia,Perak,Kerian,2018,20,93069,56228,56596,4233,821
Malaysia,Perak,Kerian,2018,25,93069,55843,55625,4233,817
Malaysia,Perak,Kerian,2018,30,93069,55241,54773,4233,810
Malaysia,Perak,Kerian,2018,50,93069,51640,50208,4233,772
Malaysia,Perak,Kerian,2018,75,93069,41462,40794,4233,606
Malaysia,Perak,Kinta,2018,0,196332,196332,196332,8219,1850
Malaysia,Perak,Kinta,2018,10,196332,140470,139717,8219,1508
Malaysia,Perak,Kinta,2018,15,196332,138688,138122,8219,1485
Malaysia,Perak,Kinta,2018,20,196332,137798,137564,8219,1472
Malaysia,Perak,Kinta,2018,25,196332,137093,136851,8219,1464
Malaysia,Perak,Kinta,2018,30,196332,135736,135912,8219,1444
Malaysia,Perak,Kinta,2018,50,196332,131071,131131,8219,1371
Malaysia,Perak,Kinta,2018,75,196332,119323,120890,8219,1168
Malaysia,Perak,Kuala Kangsar,2018,0,255091,255091,255091,4576,3107
Malaysia,Perak,Kuala Kangsar,2018,10,255091,238629,237110,4576,2934
Malaysia,Perak,Kuala Kangsar,2018,15,255091,237855,236290,4576,2926
Malaysia,Perak,Kuala Kangsar,2018,20,255091,237218,235832,4576,2909
Malaysia,Perak,Kuala Kangsar,2018,25,255091,236946,235276,4576,2907
Malaysia,Perak,Kuala Kangsar,2018,30,255091,236278,234744,4576,2898
Malaysia,Perak,Kuala Kangsar,2018,50,255091,233580,231642,4576,2862
Malaysia,Perak,Kuala Kangsar,2018,75,255091,224738,222132,4576,2696
Malaysia,Perak,Larut and Matang,2018,0,130645,130645,130645,4384,1805
Malaysia,Perak,Larut and Matang,2018,10,130645,116996,115844,4384,1703
Malaysia,Perak,Larut and Matang,2018,15,130645,116375,115057,4384,1696
Malaysia,Perak,Larut and Matang,2018,20,130645,116009,114737,4384,1691
Malaysia,Perak,Larut and Matang,2018,25,130645,115758,114315,4384,1688
Malaysia,Perak,Larut and Matang,2018,30,130645,115206,113881,4384,1683
Malaysia,Perak,Larut and Matang,2018,50,130645,112969,110711,4384,1660
Malaysia,Perak,Larut and Matang,2018,75,130645,104980,102896,4384,1555
Malaysia,Perak,Manjung,2018,0,105037,105037,105037,8465,2688
Malaysia,Perak,Manjung,2018,10,105037,74585,78750,8465,2241
Malaysia,Perak,Manjung,2018,15,105037,73443,77333,8465,2222
Malaysia,Perak,Manjung,2018,20,105037,72689,76936,8465,2211
Malaysia,Perak,Manjung,2018,25,105037,72237,76370,8465,2202
Malaysia,Perak,Manjung,2018,30,105037,71321,75757,8465,2182
Malaysia,Perak,Manjung,2018,50,105037,67172,71904,8465,2103
Malaysia,Perak,Manjung,2018,75,105037,54117,62305,8465,1745
Malaysia,Perak,Perak Tengah,2018,0,126176,126176,126176,10448,2285
Malaysia,Perak,Perak Tengah,2018,10,126176,91127,87567,10448,1924
Malaysia,Perak,Perak Tengah,2018,15,126176,89922,85940,10448,1906
Malaysia,Perak,Perak Tengah,2018,20,126176,89212,85259,10448,1896
Malaysia,Perak,Perak Tengah,2018,25,126176,88783,84499,10448,1891
Malaysia,Perak,Perak Tengah,2018,30,126176,87703,83612,10448,1876
Malaysia,Perak,Perak Tengah,2018,50,126176,83220,78052,10448,1809
Malaysia,Perak,Perak Tengah,2018,75,126176,66216,63333,10448,1544
Malaysia,Perlis,Perlis,2018,0,82349,82349,82349,4735,450
Malaysia,Perlis,Perlis,2018,10,82349,29311,24721,4735,405
Malaysia,Perlis,Perlis,2018,15,82349,28648,23978,4735,401
Malaysia,Perlis,Perlis,2018,20,82349,28308,23514,4735,399
Malaysia,Perlis,Perlis,2018,25,82349,28044,22859,4735,398
Malaysia,Perlis,Perlis,2018,30,82349,27367,22511,4735,394
Malaysia,Perlis,Perlis,2018,50,82349,25598,20250,4735,379
Malaysia,Perlis,Perlis,2018,75,82349,19860,14962,4735,275
Malaysia,Pulau Pinang,Barat Daya,2018,0,18561,18561,18561,409,78
Malaysia,Pulau Pinang,Barat Daya,2018,10,18561,12815,12091,409,67
Malaysia,Pulau Pinang,Barat Daya,2018,15,18561,12666,11903,409,66
Malaysia,Pulau Pinang,Barat Daya,2018,20,18561,12590,11864,409,66
Malaysia,Pulau Pinang,Barat Daya,2018,25,18561,12530,11796,409,66
Malaysia,Pulau Pinang,Barat Daya,2018,30,18561,12334,11697,409,65
Malaysia,Pulau Pinang,Barat Daya,2018,50,18561,11809,11108,409,62
Malaysia,Pulau Pinang,Barat Daya,2018,75,18561,9695,9575,409,48
Malaysia,Pulau Pinang,Seberang Perai Selatan,2018,0,23512,23512,23512,701,240
Malaysia,Pulau Pinang,Seberang Perai Selatan,2018,10,23512,13975,12281,701,217
Malaysia,Pulau Pinang,Seberang Perai Selatan,2018,15,23512,13712,11772,701,214
Malaysia,Pulau Pinang,Seberang Perai Selatan,2018,20,23512,13560,11696,701,213
Malaysia,Pulau Pinang,Seberang Perai Selatan,2018,25,23512,13444,11529,701,213
Malaysia,Pulau Pinang,Seberang Perai Selatan,2018,30,23512,13170,11230,701,210
Malaysia,Pulau Pinang,Seberang Perai Selatan,2018,50,23512,12010,9728,701,201
Malaysia,Pulau Pinang,Seberang Perai Selatan,2018,75,23512,8298,6235,701,153
Malaysia,Pulau Pinang,Seberang Perai Tengah,2018,0,23707,23707,23707,835,146
Malaysia,Pulau Pinang,Seberang Perai Tengah,2018,10,23707,8246,7394,835,101
Malaysia,Pulau Pinang,Seberang Perai Tengah,2018,15,23707,7953,7054,835,99
Malaysia,Pulau Pinang,Seberang Perai Tengah,2018,20,23707,7797,6999,835,98
Malaysia,Pulau Pinang,Seberang Perai Tengah,2018,25,23707,7664,6889,835,97
Malaysia,Pulau Pinang,Seberang Perai Tengah,2018,30,23707,7375,6735,835,95
Malaysia,Pulau Pinang,Seberang Perai Tengah,2018,50,23707,6487,5944,835,88
Malaysia,Pulau Pinang,Seberang Perai Tengah,2018,75,23707,4340,4157,835,68
Malaysia,Pulau Pinang,Seberang Perai Utara,2018,0,27685,27685,27685,625,97
Malaysia,Pulau Pinang,Seberang Perai Utara,2018,10,27685,8513,5871,625,73
Malaysia,Pulau Pinang,Seberang Perai Utara,2018,15,27685,8284,5613,625,71
Malaysia,Pulau Pinang,Seberang Perai Utara,2018,20,27685,8162,5554,625,70
Malaysia,Pulau Pinang,Seberang Perai Utara,2018,25,27685,8051,5453,625,70
Malaysia,Pulau Pinang,Seberang Perai Utara,2018,30,27685,7834,5348,625,69
Malaysia,Pulau Pinang,Seberang Perai Utara,2018,50,27685,7077,4791,625,63
Malaysia,Pulau Pinang,Seberang Perai Utara,2018,75,27685,5377,3708,625,50
Malaysia,Pulau Pinang,Timur Laut,2018,0,12157,12157,12157,167,25
Malaysia,Pulau Pinang,Timur Laut,2018,10,12157,6243,5958,167,18
Malaysia,Pulau Pinang,Timur Laut,2018,15,12157,6159,5875,167,18
Malaysia,Pulau Pinang,Timur Laut,2018,20,12157,6122,5859,167,18
Malaysia,Pulau Pinang,Timur Laut,2018,25,12157,6085,5836,167,18
Malaysia,Pulau Pinang,Timur Laut,2018,30,12157,5964,5787,167,17
Malaysia,Pulau Pinang,Timur Laut,2018,50,12157,5778,5586,167,16
Malaysia,Pulau Pinang,Timur Laut,2018,75,12157,5225,5075,167,14
Malaysia,Putrajaya,Putrajaya,2018,0,6173,6173,6173,890,69
Malaysia,Putrajaya,Putrajaya,2018,10,6173,1720,1691,890,43
Malaysia,Putrajaya,Putrajaya,2018,15,6173,1670,1598,890,42
Malaysia,Putrajaya,Putrajaya,2018,20,6173,1644,1575,890,42
Malaysia,Putrajaya,Putrajaya,2018,25,6173,1618,1536,890,41
Malaysia,Putrajaya,Putrajaya,2018,30,6173,1583,1491,890,40
Malaysia,Putrajaya,Putrajaya,2018,50,6173,1395,1277,890,35
Malaysia,Putrajaya,Putrajaya,2018,75,6173,925,855,890,19
Malaysia,Sabah,Beaufort,2018,0,167181,167181,167181,7804,1276
Malaysia,Sabah,Beaufort,2018,10,167181,152760,147340,7804,1140
Malaysia,Sabah,Beaufort,2018,15,167181,151768,145614,7804,1130
Malaysia,Sabah,Beaufort,2018,20,167181,151161,145172,7804,1124
Malaysia,Sabah,Beaufort,2018,25,167181,150805,144370,7804,1119
Malaysia,Sabah,Beaufort,2018,30,167181,149925,143400,7804,1109
Malaysia,Sabah,Beaufort,2018,50,167181,145756,137328,7804,1065
Malaysia,Sabah,Beaufort,2018,75,167181,130963,121779,7804,904
Malaysia,Sabah,Beluran,2018,0,820701,820701,820701,56144,13397
Malaysia,Sabah,Beluran,2018,10,820701,716589,736812,56144,11732
Malaysia,Sabah,Beluran,2018,15,820701,713538,733080,56144,11694
Malaysia,Sabah,Beluran,2018,20,820701,710845,731574,56144,11661
Malaysia,Sabah,Beluran,2018,25,820701,709541,729575,56144,11646
Malaysia,Sabah,Beluran,2018,30,820701,706898,726802,56144,11602
Malaysia,Sabah,Beluran,2018,50,820701,694329,712764,56144,11445
Malaysia,Sabah,Beluran,2018,75,820701,639926,675365,56144,10413
Malaysia,Sabah,Keningau,2018,0,313566,313566,313566,10098,4069
Malaysia,Sabah,Keningau,2018,10,313566,269261,262581,10098,3721
Malaysia,Sabah,Keningau,2018,15,313566,267071,259913,10098,3693
Malaysia,Sabah,Keningau,2018,20,313566,265587,258369,10098,3673
Malaysia,Sabah,Keningau,2018,25,313566,264577,256776,10098,3655
Malaysia,Sabah,Keningau,2018,30,313566,262249,254858,10098,3617
Malaysia,Sabah,Keningau,2018,50,313566,254104,243749,10098,3497
Malaysia,Sabah,Keningau,2018,75,313566,222523,216039,10098,2933
Malaysia,Sabah,Kinabatangan,2018,0,757422,757422,757422,51112,18502
Malaysia,Sabah,Kinabatangan,2018,10,757422,677630,705759,51112,17916
Malaysia,Sabah,Kinabatangan,2018,15,757422,674542,703189,51112,17882
Malaysia,Sabah,Kinabatangan,2018,20,757422,671760,702143,51112,17851
Malaysia,Sabah,Kinabatangan,2018,25,757422,670559,700962,51112,17834
Malaysia,Sabah,Kinabatangan,2018,30,757422,666892,698959,51112,17758
Malaysia,Sabah,Kinabatangan,2018,50,757422,656986,687334,51112,17612
Malaysia,Sabah,Kinabatangan,2018,75,757422,596155,656304,51112,16256
Malaysia,Sabah,Kota Belud,2018,0,134011,134011,134011,1924,822
Malaysia,Sabah,Kota Belud,2018,10,134011,118269,116724,1924,780
Malaysia,Sabah,Kota Belud,2018,15,134011,116907,115062,1924,777
Malaysia,Sabah,Kota Belud,2018,20,134011,116219,114440,1924,775
Malaysia,Sabah,Kota Belud,2018,25,134011,115602,113276,1924,772
Malaysia,Sabah,Kota Belud,2018,30,134011,114604,112545,1924,767
Malaysia,Sabah,Kota Belud,2018,50,134011,109786,107677,1924,745
Malaysia,Sabah,Kota Belud,2018,75,134011,98718,98883,1924,667
Malaysia,Sabah,Kota Kinabalu,2018,0,36810,36810,36810,595,293
Malaysia,Sabah,Kota Kinabalu,2018,10,36810,25926,25782,595,259
Malaysia,Sabah,Kota Kinabalu,2018,15,36810,25637,25427,595,256
Malaysia,Sabah,Kota Kinabalu,2018,20,36810,25485,25349,595,254
Malaysia,Sabah,Kota Kinabalu,2018,25,36810,25355,25183,595,252
Malaysia,Sabah,Kota Kinabalu,2018,30,36810,25149,25009,595,251
Malaysia,Sabah,Kota Kinabalu,2018,50,36810,24223,24015,595,240
Malaysia,Sabah,Kota Kinabalu,2018,75,36810,22120,22136,595,209
Malaysia,Sabah,Kota Marudu,2018,0,174445,174445,174445,2802,2893
Malaysia,Sabah,Kota Marudu,2018,10,174445,162256,158285,2802,2627
Malaysia,Sabah,Kota Marudu,2018,15,174445,161534,157381,2802,2617
Malaysia,Sabah,Kota Marudu,2018,20,174445,161153,157010,2802,2610
Malaysia,Sabah,Kota Marudu,2018,25,174445,160930,156415,2802,2607
Malaysia,Sabah,Kota Marudu,2018,30,174445,160232,155949,2802,2591
Malaysia,Sabah,Kota Marudu,2018,50,174445,157999,153107,2802,2552
Malaysia,Sabah,Kota Marudu,2018,75,174445,149142,145663,2802,2372
Malaysia,Sabah,Kuala Penyu,2018,0,46308,46308,46308,1290,440
Malaysia,Sabah,Kuala Penyu,2018,10,46308,40938,39565,1290,421
Malaysia,Sabah,Kuala Penyu,2018,15,46308,40560,38894,1290,419
Malaysia,Sabah,Kuala Penyu,2018,20,46308,40326,38755,1290,417
Malaysia,Sabah,Kuala Penyu,2018,25,46308,40162,38437,1290,417
Malaysia,Sabah,Kuala Penyu,2018,30,46308,39778,37932,1290,414
Malaysia,Sabah,Kuala Penyu,2018,50,46308,37957,34816,1290,401
Malaysia,Sabah,Kuala Penyu,2018,75,46308,32015,27594,1290,320
Malaysia,Sabah,Kudat,2018,0,132220,132220,132220,2528,1506
Malaysia,Sabah,Kudat,2018,10,132220,112878,109228,2528,1331
Malaysia,Sabah,Kudat,2018,15,132220,111765,107821,2528,1324
Malaysia,Sabah,Kudat,2018,20,132220,111038,107426,2528,1318
Malaysia,Sabah,Kudat,2018,25,132220,110612,106764,2528,1315
Malaysia,Sabah,Kudat,2018,30,132220,109702,106052,2528,1308
Malaysia,Sabah,Kudat,2018,50,132220,106228,102009,2528,1273
Malaysia,Sabah,Kudat,2018,75,132220,94382,93354,2528,1130
Malaysia,Sabah,Kunak,2018,0,110140,110140,110140,1839,3525
Malaysia,Sabah,Kunak,2018,10,110140,98961,100934,1839,3325
Malaysia,Sabah,Kunak,2018,15,110140,98469,100551,1839,3312
Malaysia,Sabah,Kunak,2018,20,110140,97956,100369,1839,3300
Malaysia,Sabah,Kunak,2018,25,110140,97712,100154,1839,3291
Malaysia,Sabah,Kunak,2018,30,110140,96970,99712,1839,3269
Malaysia,Sabah,Kunak,2018,50,110140,95355,97817,1839,3225
Malaysia,Sabah,Kunak,2018,75,110140,85419,92150,1839,2874
Malaysia,Sabah,Lahad Datu,2018,0,647639,647639,647639,13109,11517
Malaysia,Sabah,Lahad Datu,2018,10,647639,607279,611161,13109,10652
Malaysia,Sabah,Lahad Datu,2018,15,647639,605277,609711,13109,10598
Malaysia,Sabah,Lahad Datu,2018,20,647639,603064,608980,13109,10541
Malaysia,Sabah,Lahad Datu,2018,25,647639,602254,608203,13109,10514
Malaysia,Sabah,Lahad Datu,2018,30,647639,599301,606578,13109,10427
Malaysia,Sabah,Lahad Datu,2018,50,647639,593307,599307,13109,10274
Malaysia,Sabah,Lahad Datu,2018,75,647639,556178,574685,13109,8928
Malaysia,Sabah,Nabawan,2018,0,611656,611656,611656,988,5145
Malaysia,Sabah,Nabawan,2018,10,611656,599183,599622,988,5037
Malaysia,Sabah,Nabawan,2018,15,611656,598536,598733,988,5030
Malaysia,Sabah,Nabawan,2018,20,611656,598077,598435,988,5026
Malaysia,Sabah,Nabawan,2018,25,611656,597652,597929,988,5022
Malaysia,Sabah,Nabawan,2018,30,611656,596993,597251,988,5016
Malaysia,Sabah,Nabawan,2018,50,611656,593312,592820,988,4979
Malaysia,Sabah,Nabawan,2018,75,611656,578518,580722,988,4811
Malaysia,Sabah,Papar,2018,0,123318,123318,123318,1345,1155
Malaysia,Sabah,Papar,2018,10,123318,113474,111807,1345,1093
Malaysia,Sabah,Papar,2018,15,123318,112833,110894,1345,1088
Malaysia,Sabah,Papar,2018,20,123318,112484,110648,1345,1085
Malaysia,Sabah,Papar,2018,25,123318,112200,110144,1345,1083
Malaysia,Sabah,Papar,2018,30,123318,111642,109665,1345,1078
Malaysia,Sabah,Papar,2018,50,123318,109103,106800,1345,1054
Malaysia,Sabah,Papar,2018,75,123318,102973,99788,1345,983
Malaysia,Sabah,Penampang,2018,0,45780,45780,45780,184,233
Malaysia,Sabah,Penampang,2018,10,45780,41811,41324,184,223
Malaysia,Sabah,Penampang,2018,15,45780,41684,41125,184,222
Malaysia,Sabah,Penampang,2018,20,45780,41604,41064,184,220
Malaysia,Sabah,Penampang,2018,25,45780,41533,40951,184,220
Malaysia,Sabah,Penampang,2018,30,45780,41417,40852,184,219
Malaysia,Sabah,Penampang,2018,50,45780,40849,40215,184,215
Malaysia,Sabah,Penampang,2018,75,45780,39454,38853,184,198
Malaysia,Sabah,Pitas,2018,0,156889,156889,156889,7766,2537
Malaysia,Sabah,Pitas,2018,10,156889,140297,135604,7766,2133
Malaysia,Sabah,Pitas,2018,15,156889,139334,134501,7766,2110
Malaysia,Sabah,Pitas,2018,20,156889,138690,134076,7766,2092
Malaysia,Sabah,Pitas,2018,25,156889,138396,133544,7766,2083
Malaysia,Sabah,Pitas,2018,30,156889,137548,132842,7766,2063
Malaysia,Sabah,Pitas,2018,50,156889,134448,129056,7766,1977
Malaysia,Sabah,Pitas,2018,75,156889,122856,119872,7766,1613
Malaysia,Sabah,Putatan,2018,0,2615,2615,2615,48,21
Malaysia,Sabah,Putatan,2018,10,2615,1160,1079,48,19
Malaysia,Sabah,Putatan,2018,15,2615,1121,1021,48,19
Malaysia,Sabah,Putatan,2018,20,2615,1102,1011,48,19
Malaysia,Sabah,Putatan,2018,25,2615,1084,980,48,19
Malaysia,Sabah,Putatan,2018,30,2615,1056,953,48,18
Malaysia,Sabah,Putatan,2018,50,2615,917,814,48,18
Malaysia,Sabah,Putatan,2018,75,2615,643,590,48,14
Malaysia,Sabah,Ranau,2018,0,360752,360752,360752,1361,4415
Malaysia,Sabah,Ranau,2018,10,360752,344523,340437,1361,4223
Malaysia,Sabah,Ranau,2018,15,360752,343494,339244,1361,4211
Malaysia,Sabah,Ranau,2018,20,360752,342882,338530,1361,4202
Malaysia,Sabah,Ranau,2018,25,360752,342478,337621,1361,4197
Malaysia,Sabah,Ranau,2018,30,360752,341637,336855,1361,4185
Malaysia,Sabah,Ranau,2018,50,360752,337784,332504,1361,4130
Malaysia,Sabah,Ranau,2018,75,360752,322259,319806,1361,3854
Malaysia,Sabah,Sandakan,2018,0,224821,224821,224821,16074,6686
Malaysia,Sabah,Sandakan,2018,10,224821,194276,197143,16074,6458
Malaysia,Sabah,Sandakan,2018,15,224821,193077,195835,16074,6446
Malaysia,Sabah,Sandakan,2018,20,224821,191880,195386,16074,6436
Malaysia,Sabah,Sandakan,2018,25,224821,191437,194820,16074,6429
Malaysia,Sabah,Sandakan,2018,30,224821,190319,193958,16074,6410
Malaysia,Sabah,Sandakan,2018,50,224821,186311,189393,16074,6355
Malaysia,Sabah,Sandakan,2018,75,224821,166024,176951,16074,5854
Malaysia,Sabah,Semporna,2018,0,116520,116520,116520,6593,2199
Malaysia,Sabah,Semporna,2018,10,116520,96829,98394,6593,2048
Malaysia,Sabah,Semporna,2018,15,116520,95932,97641,6593,2041
Malaysia,Sabah,Semporna,2018,20,116520,95286,97326,6593,2035
Malaysia,Sabah,Semporna,2018,25,116520,94954,96918,6593,2033
Malaysia,Sabah,Semporna,2018,30,116520,94131,96405,6593,2024
Malaysia,Sabah,Semporna,2018,50,116520,91303,93387,6593,1997
Malaysia,Sabah,Semporna,2018,75,116520,80060,86226,6593,1782
Malaysia,Sabah,Sipitang,2018,0,277357,277357,277357,2285,1085
Malaysia,Sabah,Sipitang,2018,10,277357,268355,268575,2285,1059
Malaysia,Sabah,Sipitang,2018,15,277357,267893,267924,2285,1056
Malaysia,Sabah,Sipitang,2018,20,277357,267580,267768,2285,1055
Malaysia,Sabah,Sipitang,2018,25,277357,267365,267406,2285,1055
Malaysia,Sabah,Sipitang,2018,30,277357,266985,267024,2285,1052
Malaysia,Sabah,Sipitang,2018,50,277357,264212,264387,2285,1041
Malaysia,Sabah,Sipitang,2018,75,277357,255387,257680,2285,998
Malaysia,Sabah,Tambunan,2018,0,140970,140970,140970,155,1586
Malaysia,Sabah,Tambunan,2018,10,140970,135826,134188,155,1552
Malaysia,Sabah,Tambunan,2018,15,140970,135520,133707,155,1550
Malaysia,Sabah,Tambunan,2018,20,140970,135317,133516,155,1547
Malaysia,Sabah,Tambunan,2018,25,140970,135148,133230,155,1546
Malaysia,Sabah,Tambunan,2018,30,140970,134853,132925,155,1543
Malaysia,Sabah,Tambunan,2018,50,140970,133413,131015,155,1531
Malaysia,Sabah,Tambunan,2018,75,140970,128582,125052,155,1458
Malaysia,Sabah,Tawau,2018,0,593688,593688,593688,19670,7041
Malaysia,Sabah,Tawau,2018,10,593688,524132,512796,19670,5776
Malaysia,Sabah,Tawau,2018,15,593688,521386,509215,19670,5730
Malaysia,Sabah,Tawau,2018,20,593688,519404,507215,19670,5700
Malaysia,Sabah,Tawau,2018,25,593688,518370,505316,19670,5686
Malaysia,Sabah,Tawau,2018,30,593688,516209,502890,19670,5643
Malaysia,Sabah,Tawau,2018,50,593688,508002,490486,19670,5544
Malaysia,Sabah,Tawau,2018,75,593688,470190,458305,19670,4870
Malaysia,Sabah,Tenom,2018,0,230009,230009,230009,1351,1705
Malaysia,Sabah,Tenom,2018,10,230009,219171,217292,1351,1586
Malaysia,Sabah,Tenom,2018,15,230009,218632,216546,1351,1579
Malaysia,Sabah,Tenom,2018,20,230009,218187,216223,1351,1574
Malaysia,Sabah,Tenom,2018,25,230009,217912,215717,1351,1571
Malaysia,Sabah,Tenom,2018,30,230009,217321,215129,1351,1564
Malaysia,Sabah,Tenom,2018,50,230009,215285,211777,1351,1538
Malaysia,Sabah,Tenom,2018,75,230009,205029,202449,1351,1410
Malaysia,Sabah,Tongod,2018,0,1029394,1029394,1029394,7236,7997
Malaysia,Sabah,Tongod,2018,10,1029394,999187,974955,7236,7727
Malaysia,Sabah,Tongod,2018,15,1029394,997944,972061,7236,7712
Malaysia,Sabah,Tongod,2018,20,1029394,996985,970912,7236,7699
Malaysia,Sabah,Tongod,2018,25,1029394,996333,969247,7236,7693
Malaysia,Sabah,Tongod,2018,30,1029394,995182,966906,7236,7681
Malaysia,Sabah,Tongod,2018,50,1029394,989705,954606,7236,7619
Malaysia,Sabah,Tongod,2018,75,1029394,966429,919317,7236,7268
Malaysia,Sabah,Tuaran,2018,0,117879,117879,117879,574,1134
Malaysia,Sabah,Tuaran,2018,10,117879,108739,107933,574,1085
Malaysia,Sabah,Tuaran,2018,15,117879,108089,107206,574,1082
Malaysia,Sabah,Tuaran,2018,20,117879,107782,106956,574,1081
Malaysia,Sabah,Tuaran,2018,25,117879,107545,106514,574,1079
Malaysia,Sabah,Tuaran,2018,30,117879,107146,106162,574,1075
Malaysia,Sabah,Tuaran,2018,50,117879,105141,103712,574,1058
Malaysia,Sabah,Tuaran,2018,75,117879,99785,98525,574,996
Malaysia,Sarawak,Asajaya,2018,0,12913,12913,12913,718,216
Malaysia,Sarawak,Asajaya,2018,10,12913,11418,11221,718,204
Malaysia,Sarawak,Asajaya,2018,15,12913,11321,11074,718,203
Malaysia,Sarawak,Asajaya,2018,20,12913,11258,11032,718,203
Malaysia,Sarawak,Asajaya,2018,25,12913,11221,10968,718,202
Malaysia,Sarawak,Asajaya,2018,30,12913,11124,10896,718,200
Malaysia,Sarawak,Asajaya,2018,50,12913,10752,10440,718,196
Malaysia,Sarawak,Asajaya,2018,75,12913,9440,9335,718,181
Malaysia,Sarawak,Bau,2018,0,94131,94131,94131,1855,705
Malaysia,Sarawak,Bau,2018,10,94131,89153,88362,1855,670
Malaysia,Sarawak,Bau,2018,15,94131,88836,87999,1855,667
Malaysia,Sarawak,Bau,2018,20,94131,88609,87818,1855,666
Malaysia,Sarawak,Bau,2018,25,94131,88480,87560,1855,664
Malaysia,Sarawak,Bau,2018,30,94131,88255,87354,1855,663
Malaysia,Sarawak,Bau,2018,50,94131,87085,86067,1855,654
Malaysia,Sarawak,Bau,2018,75,94131,82636,82912,1855,618
Malaysia,Sarawak,Belaga,2018,0,1957317,1957317,1957317,10820,18363
Malaysia,Sarawak,Belaga,2018,10,1957317,1905597,1877071,10820,17669
